#Depth	TVD	DX	DY	GR	RT	RI	RXO	DEN	SP	R2M	R025
149.125	140.645	15.654	-35.505	81.097	11.551	8.314	9.264	2.407	-21.451	7.636	9.456
149.250	140.750	15.677	-35.568	78.784	12.444	9.033	10.130	2.417	-21.373	7.618	9.916
149.375	140.855	15.700	-35.632	76.427	13.289	9.786	10.559	2.422	-21.261	7.891	10.508
149.500	140.960	15.724	-35.695	74.625	13.975	10.448	10.555	2.417	-21.136	8.464	11.137
149.625	141.065	15.747	-35.759	75.281	14.428	10.929	10.275	2.406	-20.974	9.239	11.717
149.750	141.170	15.770	-35.822	77.902	14.603	11.186	10.204	2.396	-20.754	10.052	12.134
149.875	141.275	15.793	-35.886	79.416	14.616	11.316	10.267	2.382	-20.515	10.773	12.337
150.000	141.380	15.816	-35.949	79.960	14.584	11.404	10.362	2.364	-20.286	11.332	12.421
150.125	141.479	15.835	-36.023	80.439	14.617	11.515	10.434	2.349	-20.100	11.676	12.542
150.250	141.578	15.854	-36.097	80.549	14.775	11.672	10.002	2.347	-19.979	11.763	12.667
150.375	141.677	15.872	-36.171	80.062	14.962	11.824	9.431	2.352	-19.867	11.679	12.722
150.500	141.776	15.891	-36.245	80.320	15.035	11.897	9.417	2.355	-19.751	11.514	12.757
150.625	141.875	15.910	-36.319	80.184	14.858	11.826	9.940	2.349	-19.641	11.395	12.712
150.750	141.974	15.928	-36.393	78.657	14.328	11.539	10.386	2.332	-19.599	11.425	12.490
150.875	142.073	15.947	-36.466	77.347	13.619	11.111	10.522	2.311	-19.619	11.494	12.254
151.000	142.172	15.965	-36.540	76.437	12.951	10.667	10.317	2.292	-19.638	11.489	12.061
151.125	142.271	15.984	-36.614	74.707	12.518	10.346	10.163	2.278	-19.633	11.357	11.785
151.250	142.370	16.003	-36.688	74.216	12.479	10.297	10.209	2.269	-19.581	11.087	11.468
151.375	142.470	16.021	-36.762	75.711	12.764	10.515	10.567	2.261	-19.520	10.799	11.405
151.500	142.569	16.040	-36.836	76.770	13.296	10.973	11.203	2.256	-19.495	10.644	11.585
151.625	142.668	16.058	-36.909	76.100	13.966	11.594	11.960	2.260	-19.516	10.734	11.815
151.750	142.767	16.077	-36.983	73.467	14.659	12.272	12.365	2.284	-19.517	11.123	12.113
151.875	142.866	16.096	-37.057	70.098	15.300	12.906	12.422	2.321	-19.460	11.729	12.484
152.000	142.965	16.114	-37.131	67.280	15.867	13.458	12.350	2.361	-19.385	12.475	12.823
152.125	143.064	16.133	-37.205	66.161	16.360	13.915	11.958	2.391	-19.319	13.243	13.141
152.250	143.163	16.152	-37.279	66.903	16.763	14.261	11.548	2.408	-19.337	13.933	13.579
152.375	143.262	16.170	-37.352	66.409	17.062	14.505	12.036	2.423	-19.404	14.523	14.039
152.500	143.361	16.189	-37.426	65.089	17.242	14.648	13.135	2.441	-19.462	15.010	14.432
152.625	143.461	16.207	-37.500	64.542	17.340	14.720	14.026	2.446	-19.513	15.446	14.792
152.750	143.560	16.226	-37.574	64.734	17.475	14.807	13.830	2.412	-19.621	15.907	15.124
152.875	143.659	16.245	-37.648	64.987	17.791	15.031	13.116	2.353	-19.760	16.358	15.469
153.000	143.758	16.263	-37.722	65.474	18.413	15.506	12.663	2.295	-19.866	16.719	15.979
153.125	143.857	16.282	-37.796	66.698	19.433	16.332	13.128	2.256	-19.964	16.955	16.662
153.250	143.956	16.300	-37.869	67.923	20.950	17.639	14.848	2.238	-20.032	17.078	17.519
153.375	144.055	16.319	-37.943	68.568	22.828	19.339	19.295	2.225	-20.116	17.187	18.666
153.500	144.154	16.338	-38.017	68.713	24.949	21.343	23.333	2.213	-20.213	17.416	20.045
153.625	144.253	16.356	-38.091	67.606	27.185	23.054	25.002	2.204	-20.323	17.871	21.441
153.750	144.352	16.375	-38.165	64.446	29.405	25.228	24.736	2.199	-20.441	18.600	22.830
153.875	144.451	16.394	-38.239	61.526	31.474	27.291	23.734	2.196	-20.569	19.529	24.302
154.000	144.551	16.412	-38.312	60.577	33.233	29.094	22.863	2.194	-20.738	20.621	25.695
154.125	144.650	16.431	-38.386	60.643	34.513	30.485	22.742	2.194	-20.920	21.814	26.840
154.250	144.749	16.449	-38.460	60.664	35.079	31.248	24.141	2.199	-21.098	23.074	27.718
154.375	144.848	16.468	-38.534	61.705	35.038	31.450	24.032	2.205	-21.258	24.390	28.357
154.500	144.947	16.487	-38.608	63.451	34.506	31.163	22.833	2.209	-21.395	25.685	28.714
154.625	145.046	16.505	-38.682	62.848	33.646	30.515	20.959	2.207	-21.492	26.819	28.805
154.750	145.145	16.524	-38.756	59.364	32.600	29.630	20.032	2.201	-21.513	27.724	28.581
154.875	145.244	16.542	-38.829	56.872	31.516	28.675	19.770	2.198	-21.507	28.504	28.159
155.000	145.343	16.561	-38.903	56.808	30.488	27.754	18.967	2.204	-21.509	29.195	27.706
155.125	145.442	16.580	-38.977	58.270	29.610	26.972	17.851	2.215	-21.509	29.811	27.273
155.250	145.541	16.598	-39.051	59.055	29.013	26.456	16.823	2.227	-21.489	30.348	26.849
155.375	145.641	16.617	-39.125	59.846	28.695	26.200	16.078	2.234	-21.457	30.780	26.506
155.500	145.740	16.636	-39.199	60.368	28.616	26.164	15.458	2.238	-21.410	31.193	26.257
155.625	145.839	16.654	-39.272	60.601	28.678	26.262	15.263	2.240	-21.331	31.814	26.063
155.750	145.938	16.673	-39.346	61.188	28.766	26.399	16.013	2.243	-21.276	32.893	25.915
155.875	146.037	16.691	-39.420	61.104	28.808	26.507	17.209	2.245	-21.269	34.375	25.811
156.000	146.136	16.710	-39.494	59.883	28.795	26.564	18.332	2.246	-21.309	36.170	25.719
156.125	146.235	16.729	-39.568	58.380	28.752	26.573	19.042	2.245	-21.360	38.080	25.642
156.250	146.334	16.747	-39.642	58.790	28.716	26.566	19.007	2.249	-21.380	39.810	25.569
156.375	146.433	16.766	-39.715	58.997	28.701	26.599	18.796	2.258	-21.359	41.298	25.459
156.500	146.532	16.785	-39.789	57.736	28.710	26.710	18.419	2.270	-21.381	42.570	25.384
156.625	146.631	16.803	-39.863	57.747	28.769	26.910	17.878	2.282	-21.493	43.605	25.391
156.750	146.731	16.822	-39.937	59.408	28.933	27.191	18.159	2.291	-21.616	44.362	25.412
156.875	146.830	16.840	-40.011	59.906	29.199	27.513	18.677	2.293	-21.706	44.865	25.491
157.000	146.929	16.859	-40.085	58.750	29.555	27.877	18.676	2.286	-21.736	45.037	25.698
157.125	147.028	16.878	-40.159	58.709	29.965	28.292	18.143	2.273	-21.730	44.890	25.957
157.250	147.127	16.896	-40.232	61.093	30.361	28.754	17.693	2.264	-21.786	44.591	26.188
157.375	147.226	16.915	-40.306	62.751	30.709	29.225	16.765	2.260	-21.888	44.349	26.416
157.500	147.325	16.933	-40.380	62.173	31.024	29.683	15.346	2.261	-21.940	44.308	26.582
157.625	147.424	16.952	-40.454	61.068	31.343	30.124	14.574	2.261	-21.912	44.576	26.643
157.750	147.523	16.971	-40.528	61.778	31.666	30.524	15.431	2.255	-21.869	45.132	26.725
157.875	147.622	16.989	-40.602	62.536	31.877	30.790	17.237	2.247	-21.841	45.791	26.859
158.000	147.722	17.008	-40.675	61.675	31.778	30.749	18.984	2.243	-21.804	46.490	26.945
158.125	147.821	17.027	-40.749	60.161	31.191	30.244	20.016	2.249	-21.764	47.152	26.929
158.250	147.920	17.045	-40.823	59.750	30.073	29.229	20.029	2.263	-21.703	47.661	26.733
158.375	148.019	17.064	-40.897	60.436	28.785	28.027	19.328	2.278	-21.681	47.998	26.385
158.500	148.118	17.082	-40.971	61.108	27.688	26.951	18.200	2.286	-21.765	48.076	25.991
158.625	148.217	17.101	-41.045	60.483	27.088	26.273	17.212	2.287	-21.879	47.800	25.628
158.750	148.316	17.120	-41.118	60.882	27.228	26.242	17.364	2.277	-21.927	47.209	25.374
158.875	148.415	17.138	-41.192	62.620	27.914	26.751	18.379	2.260	-21.933	46.512	25.338
159.000	148.514	17.157	-41.266	62.633	28.940	27.680	19.009	2.240	-21.966	45.807	25.557
159.125	148.613	17.175	-41.340	59.908	30.051	28.835	19.510	2.224	-22.030	45.189	25.929
159.250	148.712	17.194	-41.414	59.224	30.989	29.960	20.055	2.214	-22.108	44.725	26.403
159.375	148.812	17.213	-41.488	60.116	31.692	30.883	20.475	2.212	-22.173	44.429	26.841
159.500	148.911	17.231	-41.562	58.686	32.171	31.547	20.960	2.216	-22.156	44.482	27.054
159.625	149.010	17.250	-41.635	55.523	32.415	31.919	21.310	2.221	-22.120	45.068	27.061
159.750	149.109	17.269	-41.709	56.822	32.329	31.911	21.169	2.222	-22.172	46.149	27.079
159.875	149.208	17.287	-41.783	59.969	31.953	31.591	20.942	2.218	-22.300	47.317	27.147
160.000	149.307	17.306	-41.857	61.351	31.339	31.024	21.032	2.213	-22.455	48.270	27.217
160.125	149.406	17.324	-41.931	61.007	30.589	30.313	21.527	2.212	-22.607	48.818	27.230
160.250	149.505	17.343	-42.005	61.172	29.861	29.607	22.024	2.221	-22.712	49.043	26.994
160.375	149.604	17.362	-42.078	61.235	29.299	29.050	21.797	2.235	-22.793	49.293	26.561
160.500	149.703	17.380	-42.152	60.243	28.976	28.716	21.090	2.244	-22.878	49.634	26.176
160.625	149.802	17.399	-42.226	59.988	28.909	28.617	20.791	2.242	-22.924	49.951	25.985
160.750	149.902	17.417	-42.300	61.214	29.040	28.706	21.250	2.231	-22.943	50.107	25.943
160.875	150.001	17.436	-42.374	62.347	29.148	28.800	22.170	2.221	-22.947	50.038	25.902
161.000	150.100	17.455	-42.448	63.219	29.025	28.716	22.337	2.217	-22.924	49.758	25.770
161.125	150.199	17.473	-42.522	65.222	28.540	28.323	20.743	2.222	-22.892	49.372	25.554
161.250	150.298	17.492	-42.595	66.805	27.704	27.589	18.910	2.239	-22.835	48.858	25.384
161.375	150.397	17.511	-42.669	66.154	26.832	26.764	18.155	2.267	-22.732	48.167	25.258
161.500	150.496	17.529	-42.743	64.111	26.225	26.110	18.100	2.309	-22.639	47.391	25.060
161.625	150.595	17.548	-42.817	61.584	26.132	25.861	18.299	2.354	-22.616	46.652	24.779
161.750	150.694	17.566	-42.891	59.050	26.740	26.233	18.517	2.372	-22.576	46.017	24.557
161.875	150.793	17.585	-42.965	57.102	27.810	27.070	19.184	2.354	-22.466	45.535	24.627
162.000	150.892	17.604	-43.038	56.143	29.067	28.163	20.569	2.323	-22.346	45.240	25.083
162.125	150.992	17.622	-43.112	55.475	30.200	29.243	23.065	2.308	-22.261	45.151	25.718
162.250	151.091	17.641	-43.186	55.357	30.918	30.029	25.515	2.312	-22.286	45.372	26.212
162.375	151.190	17.660	-43.260	56.957	31.300	30.516	25.931	2.302	-22.355	45.796	26.614
162.500	151.289	17.678	-43.334	58.943	31.549	30.823	24.558	2.263	-22.400	46.204	27.021
162.625	151.388	17.697	-43.408	58.671	31.871	31.102	23.729	2.214	-22.436	46.459	27.405
162.750	151.487	17.715	-43.481	56.630	32.362	31.428	23.972	2.183	-22.485	46.618	27.717
162.875	151.586	17.734	-43.555	55.301	32.883	31.737	25.106	2.172	-22.567	46.828	27.957
163.000	151.685	17.753	-43.629	56.336	33.288	31.946	26.352	2.172	-22.690	47.175	28.125
163.125	151.784	17.771	-43.703	59.310	33.520	32.040	26.786	2.175	-22.783	47.614	28.308
163.250	151.883	17.790	-43.777	61.649	33.688	32.136	25.078	2.179	-22.784	47.905	28.529
163.375	151.982	17.808	-43.851	61.410	33.991	32.410	23.495	2.186	-22.828	47.986	28.641
163.500	152.082	17.827	-43.925	58.983	34.472	32.916	22.540	2.194	-22.932	47.995	28.684
163.625	152.181	17.846	-43.998	56.223	35.000	33.546	22.058	2.205	-23.014	48.094	28.800
163.750	152.280	17.864	-44.072	54.590	35.286	34.031	22.796	2.225	-23.064	48.442	28.972
163.875	152.379	17.883	-44.146	55.062	35.210	34.197	24.915	2.259	-23.089	49.085	29.071
164.000	152.478	17.902	-44.220	56.396	34.828	34.044	27.891	2.310	-23.060	49.972	29.017
164.125	152.577	17.920	-44.294	55.827	34.268	33.665	29.697	2.378	-23.018	51.001	28.729
164.250	152.676	17.939	-44.368	52.304	33.490	33.022	28.990	2.465	-22.977	52.134	28.173
164.375	152.775	17.957	-44.441	49.261	32.268	31.931	28.446	2.545	-22.877	53.323	27.536
164.500	152.874	17.976	-44.515	48.674	30.385	30.178	29.031	2.583	-22.741	54.553	26.852
164.625	152.973	17.995	-44.589	49.627	27.872	27.778	28.301	2.550	-22.614	55.834	25.983
164.750	153.073	18.013	-44.663	52.045	25.102	25.070	27.027	2.446	-22.539	56.805	24.786
164.875	153.172	18.032	-44.737	55.163	22.704	22.654	24.144	2.331	-22.516	56.867	23.361
165.000	153.271	18.050	-44.811	57.373	21.088	20.909	21.301	2.243	-22.516	55.610	21.977
165.125	153.370	18.069	-44.884	58.601	20.423	20.016	20.554	2.195	-22.540	53.029	20.949
165.250	153.469	18.088	-44.958	60.476	20.778	20.109	21.619	2.183	-22.610	49.578	20.486
165.375	153.568	18.106	-45.032	61.862	21.765	20.892	22.302	2.182	-22.674	46.286	20.432
165.500	153.667	18.125	-45.106	60.866	23.121	22.148	21.868	2.183	-22.673	43.719	20.703
165.625	153.766	18.144	-45.180	58.974	24.579	23.609	22.085	2.183	-22.618	41.987	21.178
165.750	153.865	18.162	-45.254	58.864	25.877	24.991	22.225	2.189	-22.515	41.001	21.702
165.875	153.964	18.181	-45.328	59.331	26.883	26.109	22.765	2.201	-22.373	40.438	22.254
166.000	154.063	18.199	-45.401	60.094	27.481	26.837	24.025	2.218	-22.222	40.174	22.774
166.125	154.163	18.218	-45.475	61.361	27.588	27.084	25.665	2.235	-22.043	40.207	23.073
166.250	154.262	18.237	-45.549	61.826	27.163	26.771	26.597	2.254	-21.829	40.614	23.076
166.375	154.361	18.255	-45.623	60.564	26.457	26.110	26.074	2.272	-21.652	41.197	22.993
166.500	154.460	18.274	-45.697	59.207	25.661	25.274	23.957	2.282	-21.571	41.756	22.843
166.625	154.559	18.292	-45.771	58.491	24.923	24.418	21.446	2.272	-21.572	42.095	22.580
166.750	154.658	18.311	-45.844	58.290	24.348	23.675	20.416	2.240	-21.610	41.940	22.221
166.875	154.757	18.330	-45.918	58.453	23.896	23.070	20.875	2.206	-21.663	41.318	21.844
167.000	154.856	18.348	-45.992	58.821	23.512	22.591	22.116	2.184	-21.766	40.345	21.516
167.125	154.955	18.367	-46.066	58.835	23.189	22.233	21.779	2.182	-21.925	39.121	21.315
167.250	155.054	18.386	-46.140	58.473	23.028	22.065	19.388	2.195	-22.118	37.738	21.227
167.375	155.153	18.404	-46.214	58.466	23.100	22.123	17.847	2.206	-22.333	36.419	21.173
167.500	155.253	18.423	-46.288	59.718	23.433	22.428	17.640	2.211	-22.571	35.300	21.170
167.625	155.352	18.441	-46.361	60.584	23.959	22.931	18.298	2.210	-22.833	34.462	21.216
167.750	155.451	18.460	-46.435	59.717	24.504	23.495	19.622	2.210	-23.107	34.040	21.324
167.875	155.550	18.479	-46.509	59.670	24.875	23.916	21.477	2.208	-23.372	33.907	21.524
168.000	155.649	18.497	-46.583	61.619	24.976	24.078	23.294	2.206	-23.569	33.936	21.744
168.125	155.748	18.516	-46.657	63.720	24.812	23.954	24.108	2.208	-23.704	34.079	21.843
168.250	155.847	18.534	-46.731	64.357	24.452	23.596	23.204	2.217	-23.843	34.302	21.812
168.375	155.946	18.553	-46.804	65.549	24.069	23.188	21.069	2.224	-23.981	34.495	21.779
168.500	156.045	18.572	-46.878	66.022	23.812	22.880	19.767	2.224	-24.070	34.597	21.813
168.625	156.144	18.590	-46.952	63.492	23.835	22.812	19.578	2.215	-24.124	34.568	21.920
168.750	156.243	18.609	-47.026	60.692	24.361	23.174	20.085	2.201	-24.168	34.348	22.028
168.875	156.343	18.628	-47.100	60.601	25.402	23.987	21.028	2.186	-24.221	34.049	22.151
169.000	156.442	18.646	-47.174	61.442	26.902	25.247	22.230	2.174	-24.306	33.785	22.519
169.125	156.541	18.665	-47.247	60.218	28.642	26.822	22.877	2.167	-24.416	33.618	23.232
169.250	156.640	18.683	-47.321	59.136	30.166	28.376	22.268	2.168	-24.452	33.679	24.041
169.375	156.739	18.702	-47.395	60.979	31.053	29.480	21.485	2.177	-24.418	34.075	24.711
169.500	156.838	18.721	-47.469	62.726	31.100	29.865	20.691	2.190	-24.366	34.840	25.213
169.625	156.937	18.739	-47.543	62.581	30.412	29.538	20.307	2.203	-24.299	35.917	25.483
169.750	157.036	18.758	-47.617	62.030	29.356	28.766	20.273	2.207	-24.205	37.134	25.441
169.875	157.135	18.776	-47.691	62.959	28.444	28.021	20.533	2.207	-24.109	38.165	25.218
170.000	157.234	18.795	-47.764	63.269	27.957	27.569	21.220	2.212	-24.003	38.841	24.959
170.125	157.333	18.814	-47.838	61.386	28.001	27.543	21.774	2.230	-23.931	39.192	24.806
170.250	157.433	18.832	-47.912	58.307	28.448	27.918	21.957	2.262	-23.923	39.325	24.858
170.375	157.532	18.851	-47.986	54.915	28.802	28.307	23.384	2.309	-23.931	39.451	25.001
170.500	157.631	18.870	-48.060	52.355	28.644	28.306	25.163	2.371	-23.988	39.763	25.157
170.625	157.730	18.888	-48.134	52.741	27.763	27.637	25.977	2.429	-24.095	40.375	25.161
170.750	157.829	18.907	-48.207	55.125	26.261	26.292	24.845	2.428	-24.229	41.232	24.749
170.875	157.928	18.925	-48.281	56.278	24.770	24.841	23.394	2.363	-24.405	41.960	24.132
171.000	158.027	18.944	-48.355	55.194	23.819	23.797	20.294	2.282	-24.614	42.103	23.700
171.125	158.126	18.963	-48.429	54.095	23.787	23.552	17.856	2.231	-24.808	41.378	23.617
171.250	158.225	18.981	-48.503	54.701	25.030	24.513	17.470	2.227	-25.062	40.003	23.853
171.375	158.324	19.000	-48.577	55.473	27.277	26.516	18.735	2.244	-25.356	38.807	24.381
171.500	158.424	19.019	-48.651	56.177	30.190	29.313	19.938	2.256	-25.595	38.307	25.234
171.625	158.523	19.037	-48.724	56.938	33.256	32.408	18.794	2.244	-25.783	38.601	26.398
171.750	158.622	19.056	-48.798	56.374	35.788	35.056	17.375	2.207	-25.990	39.338	27.806
171.875	158.721	19.074	-48.872	54.680	37.503	36.874	17.489	2.170	-26.203	39.913	29.165
172.000	158.820	19.093	-48.946	54.972	38.460	37.865	19.305	2.149	-26.408	40.156	30.333
172.125	158.919	19.112	-49.020	59.180	38.993	38.329	21.082	2.146	-26.606	40.201	31.337
172.250	159.018	19.130	-49.094	61.962	39.590	38.700	20.910	2.165	-26.732	40.365	32.117
172.375	159.117	19.149	-49.167	59.773	40.559	39.310	20.452	2.196	-26.812	40.954	32.704
172.500	159.216	19.167	-49.241	55.833	41.960	40.265	20.662	2.228	-26.870	42.134	33.310
172.625	159.315	19.186	-49.315	54.768	43.690	41.536	21.779	2.248	-26.922	43.867	34.083
172.750	159.414	19.205	-49.389	57.356	45.548	43.013	22.785	2.250	-27.007	46.032	34.991
172.875	159.514	19.223	-49.463	59.107	47.374	44.545	24.086	2.242	-27.098	48.312	36.003
173.000	159.613	19.242	-49.537	58.395	49.252	46.166	24.912	2.236	-27.176	50.420	37.165
173.125	159.712	19.261	-49.610	56.251	51.500	48.096	24.198	2.238	-27.238	52.205	38.384
173.250	159.811	19.279	-49.684	55.014	54.667	50.792	22.421	2.245	-27.265	53.722	39.537
173.375	159.910	19.298	-49.758	55.974	58.711	54.273	20.530	2.246	-27.259	55.199	40.632
173.500	160.009	19.316	-49.832	57.734	63.198	58.214	19.698	2.240	-27.289	56.862	41.681
173.625	160.108	19.335	-49.906	58.756	67.189	61.835	20.930	2.237	-27.334	58.963	42.738
173.750	160.207	19.354	-49.980	59.595	69.042	63.739	23.339	2.242	-27.284	61.714	43.658
173.875	160.306	19.372	-50.054	60.374	68.270	63.403	25.719	2.246	-27.150	64.964	44.144
174.000	160.405	19.391	-50.127	60.497	65.229	60.990	27.292	2.237	-27.008	68.558	44.100
174.125	160.504	19.409	-50.201	58.869	61.049	57.362	26.589	2.213	-26.869	72.100	43.613
174.250	160.604	19.428	-50.275	58.055	57.164	53.715	23.796	2.195	-26.774	74.929	42.765
174.375	160.703	19.447	-50.349	59.531	54.452	50.931	21.373	2.190	-26.762	76.925	41.834
174.500	160.802	19.465	-50.423	61.497	53.163	49.323	19.919	2.193	-26.809	78.227	41.072
174.625	160.901	19.484	-50.497	63.144	53.136	48.843	20.036	2.193	-26.880	79.175	40.515
174.750	161.000	19.503	-50.570	64.107	54.049	49.278	22.398	2.190	-26.967	80.300	40.101
174.875	161.099	19.521	-50.644	64.373	55.278	50.072	26.424	2.186	-27.078	81.767	39.910
175.000	161.198	19.540	-50.718	62.576	56.493	50.922	29.372	2.187	-27.203	83.408	39.977
175.125	161.297	19.558	-50.792	59.433	57.476	51.618	28.387	2.197	-27.361	85.142	40.155
175.250	161.396	19.577	-50.866	56.753	58.063	51.941	24.966	2.224	-27.567	87.101	40.245
175.375	161.495	19.596	-50.940	55.082	58.319	51.850	23.151	2.268	-27.766	89.343	40.180
175.500	161.594	19.614	-51.013	54.073	58.433	51.464	22.357	2.328	-27.920	91.960	40.063
175.625	161.694	19.633	-51.087	53.699	58.755	51.160	22.556	2.403	-28.037	94.935	40.069
175.750	161.793	19.651	-51.161	53.711	59.630	51.510	23.255	2.492	-28.150	98.088	40.143
175.875	161.892	19.670	-51.235	52.034	60.666	52.461	25.534	2.580	-28.256	101.458	40.048
176.000	161.991	19.689	-51.309	48.453	60.987	53.419	31.076	2.644	-28.335	105.354	39.731
176.125	162.090	19.707	-51.383	45.738	59.724	53.530	41.182	2.673	-28.359	110.058	39.190
176.250	162.189	19.726	-51.457	46.839	56.479	52.005	52.874	2.690	-28.297	116.072	38.161
176.375	162.288	19.745	-51.530	51.820	52.009	49.059	52.827	2.711	-28.191	123.165	36.388
176.500	162.387	19.763	-51.604	60.378	46.409	44.580	41.031	2.708	-28.044	130.295	33.682
176.625	162.486	19.782	-51.678	70.407	39.435	38.276	29.918	2.642	-27.852	135.688	30.219
176.750	162.585	19.800	-51.752	75.875	31.130	30.264	26.955	2.520	-27.603	137.179	26.478
176.875	162.685	19.819	-51.826	75.299	22.869	22.233	24.677	2.403	-27.289	135.034	22.491
177.000	162.784	19.838	-51.900	72.740	15.877	15.514	20.087	2.313	-26.921	129.818	17.955
177.125	162.883	19.856	-51.973	71.906	10.827	10.906	12.165	2.253	-26.514	121.679	13.284
177.250	162.982	19.875	-52.047	71.515	7.921	7.993	7.363	2.224	-26.043	108.918	9.831
177.375	163.081	19.893	-52.121	72.153	6.356	6.301	5.893	2.225	-25.527	91.530	7.840
177.500	163.180	19.912	-52.195	77.612	5.731	5.473	5.563	2.252	-25.030	71.074	6.838
177.625	163.279	19.931	-52.269	87.024	5.771	5.288	5.372	2.295	-24.602	50.888	6.364
177.750	163.378	19.949	-52.343	91.980	6.318	5.653	5.326	2.336	-24.286	35.554	6.199
177.875	163.477	19.968	-52.417	88.564	7.101	6.342	5.929	2.367	-24.092	25.927	6.170
178.000	163.576	19.987	-52.490	82.163	7.944	7.214	7.148	2.389	-23.998	20.854	6.339
178.125	163.675	20.005	-52.564	77.855	8.687	8.111	8.412	2.408	-23.997	18.404	6.722
178.250	163.775	20.024	-52.638	76.050	9.167	8.816	8.876	2.429	-24.088	17.253	7.167
178.375	163.874	20.042	-52.712	74.451	9.394	9.237	8.797	2.447	-24.271	16.521	7.558
178.500	163.973	20.061	-52.786	74.834	9.428	9.377	8.431	2.457	-24.504	15.956	7.847
178.625	164.072	20.080	-52.860	78.739	9.356	9.314	7.915	2.453	-24.752	15.481	7.990
178.750	164.171	20.098	-52.933	83.237	9.257	9.133	7.717	2.436	-24.967	15.078	8.027
178.875	164.270	20.117	-53.007	88.094	9.181	8.928	7.875	2.416	-25.112	14.675	8.063
179.000	164.369	20.136	-53.081	95.585	9.149	8.741	8.234	2.402	-25.210	14.249	8.085
179.125	164.468	20.154	-53.155	105.258	9.175	8.598	8.512	2.398	-25.300	13.803	8.095
179.250	164.567	20.173	-53.229	111.453	9.260	8.520	8.938	2.407	-25.416	13.305	8.117
179.375	164.666	20.191	-53.303	111.366	9.368	8.489	9.124	2.421	-25.547	12.752	8.126
179.500	164.765	20.210	-53.376	108.501	9.479	8.486	8.857	2.434	-25.682	12.169	8.149
179.625	164.865	20.229	-53.450	107.092	9.576	8.488	8.279	2.441	-25.812	11.575	8.220
179.750	164.964	20.247	-53.524	107.225	9.649	8.481	7.692	2.437	-25.972	11.013	8.276
179.875	165.063	20.266	-53.598	106.165	9.701	8.462	7.544	2.424	-26.192	10.527	8.297
180.000	165.162	20.284	-53.672	105.129	9.729	8.432	7.694	2.410	-26.477	10.130	8.328
180.125	165.260	20.303	-53.747	106.734	9.732	8.387	8.034	2.399	-26.781	9.809	8.351
180.250	165.358	20.322	-53.822	109.143	9.701	8.316	8.191	2.398	-27.054	9.556	8.377
180.375	165.457	20.340	-53.897	109.148	9.655	8.226	8.025	2.403	-27.284	9.327	8.472
180.500	165.555	20.359	-53.972	108.346	9.642	8.148	7.692	2.406	-27.500	9.111	8.594
180.625	165.653	20.377	-54.047	108.980	9.739	8.149	7.284	2.404	-27.738	8.950	8.733
180.750	165.751	20.396	-54.122	111.498	10.098	8.352	6.999	2.398	-27.986	8.890	9.053
180.875	165.850	20.415	-54.196	112.566	10.792	8.822	7.099	2.392	-28.222	8.923	9.555
181.000	165.948	20.433	-54.271	110.628	11.899	9.632	7.741	2.387	-28.445	9.068	10.168
181.125	166.046	20.452	-54.346	105.751	13.465	10.835	9.241	2.381	-28.676	9.328	10.945
181.250	166.145	20.470	-54.421	97.703	15.568	12.532	17.395	2.372	-28.957	9.717	12.143
181.375	166.243	20.489	-54.496	87.875	18.080	14.633	19.997	2.359	-29.289	10.229	13.778
181.500	166.341	20.508	-54.571	78.154	20.913	17.076	18.880	2.343	-29.672	10.858	15.761
181.625	166.439	20.526	-54.646	72.053	23.953	19.756	17.975	2.328	-30.049	11.563	17.911
181.750	166.538	20.545	-54.721	70.449	27.110	22.578	19.213	2.315	-30.393	12.322	20.102
181.875	166.636	20.563	-54.796	70.071	30.274	25.435	21.985	2.304	-30.701	13.106	22.246
182.000	166.734	20.582	-54.871	69.642	33.324	28.230	25.039	2.299	-30.954	13.864	24.261
182.125	166.832	20.600	-54.946	68.545	36.095	30.828	27.250	2.303	-31.176	14.561	26.147
182.250	166.931	20.619	-55.021	66.856	38.369	33.029	26.957	2.321	-31.399	15.201	27.947
182.375	167.029	20.638	-55.096	64.945	40.174	34.819	25.194	2.343	-31.624	15.829	29.550
182.500	167.127	20.656	-55.171	63.358	41.565	36.199	23.733	2.356	-31.809	16.509	30.819
182.625	167.226	20.675	-55.246	62.526	42.643	37.220	24.197	2.351	-31.962	17.294	31.824
182.750	167.324	20.693	-55.321	61.754	43.426	37.916	23.988	2.326	-32.107	18.161	32.592
182.875	167.422	20.712	-55.396	61.317	43.921	38.376	23.487	2.298	-32.276	19.046	33.221
183.000	167.520	20.731	-55.471	60.306	44.079	38.624	24.765	2.276	-32.491	19.952	33.845
183.125	167.619	20.749	-55.546	58.447	43.926	38.714	27.163	2.269	-32.688	20.933	34.439
183.250	167.717	20.768	-55.621	58.204	43.646	38.787	29.042	2.277	-32.841	22.183	34.773
183.375	167.815	20.786	-55.695	60.155	43.669	39.113	28.124	2.291	-32.952	23.827	34.979
183.500	167.913	20.805	-55.770	63.403	44.416	39.995	25.134	2.304	-32.986	25.892	35.256
183.625	168.012	20.824	-55.845	64.766	46.123	41.632	22.630	2.315	-32.973	28.354	35.623
183.750	168.110	20.842	-55.920	63.211	48.724	44.036	22.541	2.323	-32.947	31.274	36.081
183.875	168.208	20.861	-55.995	60.646	51.417	46.632	24.566	2.330	-32.915	34.595	36.621
