#Depth	DEN	SP	R2M	R025	GR	RT	RI	RXO	RA2
102.500	2.103	-15.843	8.088	8.355	83.284	9.866	8.244	8.307	8.088
102.625	2.091	-16.085	8.104	8.645	81.477	10.262	8.516	8.905	8.104
102.750	2.078	-16.327	8.166	8.923	82.539	10.633	8.790	9.311	8.166
102.875	2.069	-16.550	8.268	9.157	84.640	10.876	9.003	9.517	8.268
103.000	2.065	-16.743	8.366	9.352	87.319	10.948	9.119	9.566	8.366
103.125	2.069	-16.898	8.403	9.536	89.745	10.909	9.150	9.509	8.403
103.250	2.074	-17.034	8.384	9.717	89.461	10.891	9.167	9.567	8.384
103.375	2.079	-17.134	8.350	9.845	85.662	10.918	9.184	9.598	8.350
103.500	2.082	-17.215	8.337	9.865	81.122	10.912	9.157	9.614	8.337
103.625	2.085	-17.239	8.335	9.740	77.452	10.731	9.000	9.443	8.335
103.750	2.086	-17.217	8.301	9.520	75.163	10.397	8.729	9.170	8.301
103.875	2.086	-17.176	8.211	9.263	75.711	10.012	8.413	8.973	8.211
104.000	2.088	-17.126	8.076	9.032	79.400	9.690	8.135	8.708	8.076
104.125	2.089	-17.064	7.927	8.873	84.065	9.521	7.959	8.642	7.927
104.250	2.085	-16.978	7.790	8.753	85.571	9.475	7.871	8.720	7.790
104.375	2.074	-16.873	7.668	8.656	83.702	9.531	7.858	8.862	7.668
104.500	2.064	-16.757	7.570	8.609	80.953	9.693	7.920	8.766	7.570
104.625	2.065	-16.641	7.542	8.692	82.241	10.002	8.091	8.895	7.542
104.750	2.069	-16.535	7.621	8.882	86.306	10.406	8.352	9.116	7.621
104.875	2.071	-16.433	7.819	9.098	87.860	10.790	8.641	9.379	7.819
105.000	2.075	-16.344	8.104	9.244	85.584	11.002	8.857	9.505	8.104
105.125	2.085	-16.247	8.405	9.249	83.826	10.923	8.889	9.654	8.405
105.250	2.094	-16.141	8.656	9.164	83.241	10.678	8.777	9.931	8.656
105.375	2.097	-16.044	8.836	9.072	82.078	10.413	8.606	10.138	8.836
105.500	2.094	-15.980	8.956	9.027	81.395	10.229	8.457	10.300	8.956
105.625	2.093	-15.941	9.021	9.000	82.476	10.139	8.365	10.246	9.021
105.750	2.095	-15.917	9.024	8.932	83.228	10.055	8.289	9.820	9.024
105.875	2.098	-15.884	8.944	8.826	84.456	9.937	8.194	9.115	8.944
106.000	2.099	-15.830	8.783	8.698	88.047	9.811	8.084	8.635	8.783
106.125	2.101	-15.761	8.584	8.574	91.062	9.729	7.994	8.832	8.584
106.250	2.104	-15.667	8.407	8.493	90.277	9.685	7.944	9.101	8.407
106.375	2.108	-15.540	8.275	8.467	89.313	9.649	7.929	9.380	8.275
106.500	2.109	-15.363	8.188	8.478	91.313	9.600	7.939	9.793	8.188
106.625	2.109	-15.153	8.146	8.510	92.516	9.529	7.965	10.198	8.146
106.750	2.112	-14.906	8.151	8.544	90.437	9.437	7.997	10.261	8.151
106.875	2.121	-14.641	8.217	8.559	89.955	9.320	8.027	10.197	8.217
107.000	2.134	-14.334	8.345	8.534	93.391	9.176	8.048	9.968	8.345
107.125	2.147	-13.992	8.531	8.490	94.491	9.027	8.058	9.683	8.531
107.250	2.158	-13.587	8.762	8.470	90.441	8.919	8.074	9.485	8.762
107.375	2.164	-13.109	9.036	8.475	85.455	8.848	8.089	9.698	9.036
107.500	2.165	-12.548	9.330	8.462	83.481	8.727	8.039	9.304	9.330
107.625	2.165	-11.868	9.588	8.295	83.581	8.373	7.779	8.381	9.588
107.750	2.165	-11.115	9.752	7.874	85.947	7.736	7.270	7.405	9.752
107.875	2.171	-10.311	9.768	7.207	93.368	6.882	6.552	6.215	9.768
108.000	2.185	-9.523	9.608	6.402	105.331	5.967	5.740	5.226	9.608
108.125	2.206	-8.783	9.264	5.548	116.458	5.183	4.986	4.753	9.264
108.250	2.224	-8.172	8.807	4.719	122.388	4.619	4.381	4.207	8.807
108.375	2.234	-7.712	8.272	4.045	125.500	4.334	3.980	3.750	8.272
108.500	2.235	-7.444	7.686	3.696	126.883	4.399	3.830	3.608	7.686
108.625	2.221	-7.451	7.086	3.771	127.302	4.955	4.031	3.970	7.086
108.750	2.203	-7.695	6.520	4.107	127.386	5.922	4.543	4.590	6.520
108.875	2.197	-8.123	6.034	4.597	127.044	7.155	5.308	5.211	6.034
109.000	2.199	-8.655	5.663	5.152	124.698	8.372	6.182	5.747	5.663
109.125	2.189	-9.254	5.419	5.693	117.417	9.140	6.910	6.317	5.419
109.250	2.164	-9.840	5.247	6.158	108.833	9.359	7.341	6.855	5.247
109.375	2.136	-10.381	5.119	6.493	101.430	9.160	7.480	7.249	5.119
109.500	2.117	-10.818	5.025	6.686	96.078	8.776	7.427	7.365	5.025
109.625	2.112	-11.055	4.967	6.782	94.599	8.406	7.292	6.955	4.967
109.750	2.113	-11.076	4.936	6.857	97.328	8.129	7.151	6.808	4.936
109.875	2.117	-10.876	4.932	6.902	103.636	7.937	7.022	7.059	4.932
110.000	2.123	-10.497	4.955	6.881	109.516	7.770	6.889	7.268	4.955
110.125	2.134	-9.922	4.997	6.793	112.801	7.546	6.708	7.331	4.997
110.250	2.155	-9.238	5.036	6.655	114.705	7.239	6.461	6.955	5.036
110.375	2.182	-8.508	5.063	6.434	115.588	6.880	6.166	6.268	5.063
110.500	2.211	-7.814	5.072	6.161	115.445	6.535	5.867	5.651	5.072
110.625	2.236	-7.212	5.098	5.924	113.286	6.302	5.630	5.440	5.098
110.750	2.253	-6.714	5.184	5.715	110.240	6.215	5.488	5.614	5.184
110.875	2.262	-6.371	5.341	5.514	107.633	6.275	5.450	5.969	5.341
111.000	2.265	-6.181	5.518	5.397	106.450	6.457	5.508	5.600	5.518
111.125	2.259	-6.183	5.603	5.512	106.053	6.756	5.663	5.286	5.603
111.250	2.242	-6.301	5.548	5.787	104.852	7.133	5.891	5.578	5.548
111.375	2.217	-6.483	5.382	6.073	102.586	7.525	6.160	6.201	5.382
111.500	2.193	-6.671	5.195	6.236	98.875	7.815	6.396	6.310	5.195
111.625	2.182	-6.861	5.091	6.205	96.099	7.852	6.501	5.925	5.091
111.750	2.182	-7.060	5.074	6.112	96.635	7.689	6.485	5.766	5.074
111.875	2.187	-7.259	5.096	6.068	100.096	7.473	6.416	5.848	5.096
112.000	2.191	-7.486	5.105	6.113	102.852	7.378	6.392	5.886	5.105
112.125	2.186	-7.741	5.074	6.238	100.879	7.516	6.495	5.971	5.074
112.250	2.177	-8.039	5.020	6.415	97.300	7.797	6.697	6.109	5.020
112.375	2.166	-8.351	4.981	6.642	95.232	8.127	6.949	6.370	4.981
112.500	2.157	-8.660	5.006	6.911	94.391	8.427	7.207	6.920	5.006
112.625	2.152	-8.891	5.148	7.163	92.653	8.619	7.416	7.439	5.148
112.750	2.151	-9.018	5.372	7.330	91.703	8.657	7.526	7.817	5.372
112.875	2.159	-9.017	5.626	7.380	93.447	8.545	7.512	7.388	5.626
113.000	2.181	-8.882	5.877	7.334	96.782	8.382	7.418	6.921	5.877
113.125	2.217	-8.627	6.198	7.304	98.948	8.379	7.378	6.655	6.198
113.250	2.256	-8.291	6.697	7.364	98.654	8.628	7.492	7.860	6.697
113.375	2.288	-7.929	7.377	7.515	95.088	9.003	7.718	10.355	7.377
113.500	2.312	-7.554	8.064	7.660	91.561	9.174	7.862	9.516	8.064
113.625	2.324	-7.251	8.380	7.597	92.553	8.744	7.623	7.340	8.380
113.750	2.314	-7.027	8.173	7.306	96.976	7.895	7.056	5.957	8.173
113.875	2.286	-6.900	7.514	6.923	98.996	7.032	6.408	5.622	7.514
114.000	2.258	-6.849	6.653	6.635	97.583	6.531	5.948	5.507	6.653
114.125	2.249	-6.861	5.917	6.550	98.245	6.667	5.905	5.516	5.917
114.250	2.254	-6.920	5.468	6.683	101.205	7.364	6.275	5.640	5.468
114.375	2.267	-7.020	5.350	7.099	100.677	8.593	7.084	6.509	5.350
114.500	2.284	-7.193	5.572	7.874	94.329	10.278	8.349	8.207	5.572
114.625	2.309	-7.410	6.170	9.117	87.532	12.117	9.984	11.025	6.170
114.750	2.336	-7.685	7.009	10.434	83.651	13.420	11.457	14.008	7.009
114.875	2.355	-8.025	7.918	11.226	81.373	13.540	12.121	17.985	7.918
115.000	2.360	-8.416	8.636	11.109	80.273	12.306	11.594	18.399	8.636
115.125	2.344	-8.821	8.810	10.212	82.066	10.280	10.127	12.552	8.810
115.250	2.307	-9.165	8.430	9.194	85.796	8.465	8.590	8.619	8.430
115.375	2.256	-9.436	7.648	8.364	89.384	7.224	7.369	6.801	7.648
115.500	2.207	-9.603	6.750	7.812	90.519	6.547	6.553	6.318	6.750
115.625	2.176	-9.689	6.066	7.427	91.081	6.277	6.099	6.571	6.066
115.750	2.158	-9.726	5.669	6.987	94.109	6.111	5.796	6.350	5.669
115.875	2.148	-9.759	5.468	6.458	97.588	5.919	5.531	5.701	5.468
116.000	2.143	-9.843	5.324	5.947	98.869	5.742	5.299	5.008	5.324
116.125	2.152	-10.062	5.175	5.621	99.120	5.863	5.249	4.706	5.175
116.250	2.171	-10.461	5.072	5.591	99.449	6.543	5.543	5.146	5.072
116.375	2.193	-11.002	5.085	6.072	95.957	7.939	6.316	6.648	5.085
116.500	2.211	-11.646	5.244	7.186	87.390	9.963	7.599	8.881	5.244
116.625	2.222	-12.361	5.517	8.596	79.195	12.019	9.155	10.117	5.517
116.750	2.221	-13.109	5.801	9.608	74.127	13.154	10.312	10.511	5.801
116.875	2.203	-13.821	6.040	9.997	71.876	12.951	10.613	10.473	6.040
117.000	2.172	-14.450	6.223	9.975	72.679	11.847	10.166	10.279	6.223
117.125	2.143	-14.913	6.365	9.837	77.038	10.754	9.503	10.038	6.365
117.250	2.130	-15.211	6.478	9.727	82.112	10.143	9.038	9.865	6.478
117.375	2.135	-15.386	6.546	9.675	86.310	9.981	8.820	9.692	6.546
117.500	2.153	-15.490	6.561	9.675	89.014	10.105	8.788	9.452	6.561
117.625	2.176	-15.556	6.550	9.780	89.007	10.400	8.898	9.331	6.550
117.750	2.198	-15.595	6.598	9.966	86.785	10.762	9.092	9.553	6.598
117.875	2.218	-15.629	6.765	10.100	84.304	11.098	9.320	9.929	6.765
118.000	2.240	-15.651	7.031	10.104	84.549	11.257	9.477	9.846	7.031
118.125	2.265	-15.689	7.268	10.021	87.885	11.074	9.422	9.157	7.268
118.250	2.279	-15.747	7.369	9.906	89.894	10.662	9.185	8.642	7.369
118.375	2.267	-15.842	7.335	9.717	88.097	10.202	8.869	8.322	7.335
118.500	2.236	-15.971	7.271	9.469	84.497	9.862	8.591	8.177	7.271
118.625	2.209	-16.132	7.328	9.260	83.914	9.715	8.428	8.117	7.328
118.750	2.190	-16.308	7.529	9.087	83.051	9.647	8.334	8.085	7.529
118.875	2.172	-16.461	7.795	8.920	80.095	9.561	8.251	7.940	7.795
119.000	2.156	-16.596	8.014	8.748	77.887	9.435	8.152	7.766	8.014
119.125	2.149	-16.691	8.098	8.597	79.645	9.345	8.073	7.651	8.098
119.250	2.149	-16.744	8.071	8.513	81.870	9.360	8.060	7.663	8.071
119.375	2.155	-16.741	7.993	8.554	80.365	9.498	8.131	7.763	7.993
119.500	2.163	-16.684	7.966	8.671	76.028	9.736	8.278	7.873	7.966
119.625	2.174	-16.567	8.114	8.705	72.703	10.009	8.477	8.263	8.114
119.750	2.190	-16.423	8.401	8.713	71.808	10.206	8.654	8.889	8.401
119.875	2.210	-16.274	8.712	8.821	73.270	10.258	8.750	9.403	8.712
120.000	2.221	-16.131	8.916	8.980	77.099	10.165	8.738	9.564	8.916
120.125	2.207	-16.008	8.913	8.986	81.257	9.989	8.631	9.101	8.913
120.250	2.181	-15.903	8.782	8.880	81.179	9.838	8.509	8.787	8.782
120.375	2.164	-15.826	8.624	8.810	78.079	9.761	8.423	8.700	8.624
120.500	2.162	-15.780	8.509	8.804	77.421	9.755	8.392	8.742	8.509
120.625	2.164	-15.797	8.440	8.813	78.646	9.781	8.403	8.769	8.440
120.750	2.159	-15.845	8.379	8.829	77.077	9.801	8.421	8.723	8.379
120.875	2.150	-15.911	8.324	8.852	74.264	9.810	8.439	8.655	8.324
121.000	2.143	-15.965	8.285	8.874	74.148	9.803	8.458	8.590	8.285
121.125	2.142	-16.005	8.268	8.894	76.695	9.774	8.477	8.563	8.268
121.250	2.145	-16.076	8.258	8.903	80.797	9.744	8.495	8.641	8.258
121.375	2.150	-16.161	8.243	8.903	84.683	9.739	8.513	8.766	8.243
121.500	2.154	-16.254	8.215	8.915	84.956	9.778	8.537	8.864	8.215
121.625	2.159	-16.310	8.180	8.962	82.176	9.858	8.570	8.658	8.180
121.750	2.162	-16.317	8.167	9.010	81.205	9.928	8.595	8.474	8.167
121.875	2.162	-16.291	8.196	9.009	83.295	9.929	8.585	8.464	8.196
122.000	2.156	-16.257	8.273	8.943	84.418	9.816	8.508	8.366	8.273
122.125	2.149	-16.222	8.371	8.813	83.382	9.564	8.339	8.033	8.371
122.250	2.145	-16.151	8.432	8.642	83.716	9.237	8.113	7.594	8.432
122.375	2.146	-16.062	8.414	8.449	85.703	8.909	7.877	7.201	8.414
122.500	2.152	-15.960	8.298	8.279	87.717	8.672	7.691	6.958	8.298
122.625	2.157	-15.865	8.123	8.195	87.134	8.659	7.646	6.927	8.123
122.750	2.157	-15.769	7.984	8.211	85.056	8.879	7.767	7.476	7.984
122.875	2.150	-15.683	7.950	8.333	83.637	9.283	8.042	8.420	7.950
123.000	2.138	-15.615	8.046	8.539	82.755	9.737	8.397	9.185	8.046
123.125	2.129	-15.562	8.247	8.754	82.385	10.026	8.691	9.548	8.247
123.250	2.127	-15.522	8.457	8.863	81.505	10.040	8.810	9.570	8.457
123.375	2.132	-15.463	8.611	8.820	80.735	9.778	8.713	9.256	8.611
123.500	2.140	-15.392	8.675	8.643	81.560	9.325	8.426	8.439	8.675
123.625	2.152	-15.262	8.632	8.352	84.447	8.804	8.019	7.901	8.632
123.750	2.167	-15.124	8.510	8.005	87.277	8.338	7.601	7.418	8.510
123.875	2.185	-14.991	8.317	7.652	89.081	7.982	7.234	7.006	8.317
124.000	2.204	-14.881	8.059	7.351	91.519	7.768	6.957	6.560	8.059
124.125	2.219	-14.838	7.759	7.151	95.894	7.735	6.815	6.343	7.759
124.250	2.230	-14.883	7.469	7.058	97.671	7.866	6.804	6.510	7.469
124.375	2.236	-15.014	7.239	7.108	93.211	8.161	6.936	6.979	7.239
124.500	2.236	-15.195	7.109	7.303	85.707	8.598	7.205	7.562	7.109
124.625	2.223	-15.444	7.114	7.574	81.873	9.106	7.585	7.947	7.114
124.750	2.200	-15.736	7.209	7.822	81.280	9.556	7.978	8.433	7.209
124.875	2.178	-16.042	7.356	8.032	81.279	9.869	8.310	8.846	7.356
125.000	2.166	-16.327	7.521	8.236	81.196	10.044	8.551	9.451	7.521
125.125	2.162	-16.521	7.687	8.475	80.653	10.128	8.700	11.332	7.687
125.250	2.158	-16.621	7.847	8.714	79.918	10.157	8.781	13.483	7.847
125.375	2.148	-16.634	7.993	8.889	78.826	10.093	8.775	12.273	7.993
125.500	2.131	-16.592	8.104	8.939	77.220	9.884	8.657	10.238	8.104
125.625	2.112	-16.495	8.146	8.855	75.692	9.521	8.421	9.363	8.146
125.750	2.098	-16.346	8.124	8.717	77.401	9.134	8.153	9.279	8.124
125.875	2.091	-16.156	8.054	8.583	84.469	8.834	7.931	9.174	8.054
126.000	2.091	-15.941	7.964	8.477	92.766	8.688	7.806	8.936	7.964
126.125	2.100	-15.708	7.883	8.409	97.160	8.715	7.809	8.560	7.883
126.250	2.117	-15.433	7.831	8.390	97.500	8.826	7.889	8.423	7.831
126.375	2.138	-15.107	7.824	8.416	95.421	8.958	8.007	8.234	7.824
126.500	2.154	-14.717	7.876	8.460	92.367	9.055	8.120	8.519	7.876
126.625	2.164	-14.227	7.998	8.494	90.761	9.035	8.159	8.625	7.998
126.750	2.170	-13.631	8.162	8.488	92.294	8.848	8.075	8.726	8.162
126.875	2.174	-12.949	8.328	8.356	95.560	8.453	7.827	8.684	8.328
127.000	2.174	-12.180	8.443	7.988	99.026	7.855	7.405	8.339	8.443
127.125	2.178	-11.396	8.423	7.375	103.903	7.145	6.855	7.344	8.423
127.250	2.190	-10.652	8.258	6.748	109.501	6.532	6.335	6.357	8.258
127.375	2.209	-9.972	7.973	6.315	113.125	6.182	5.978	5.968	7.973
127.500	2.230	-9.381	7.654	6.167	112.075	6.177	5.867	6.250	7.654
127.625	2.243	-8.948	7.436	6.227	106.916	6.498	6.034	7.053	7.436
127.750	2.252	-8.668	7.348	6.327	103.297	6.884	6.319	7.946	7.348
127.875	2.260	-8.498	7.331	6.412	103.744	7.099	6.551	7.626	7.331
128.000	2.268	-8.431	7.287	6.426	106.977	7.013	6.597	6.555	7.287
128.125	2.269	-8.388	7.143	6.281	108.634	6.664	6.427	6.058	7.143
128.250	2.267	-8.338	6.939	6.039	107.421	6.282	6.187	5.673	6.939
128.375	2.267	-8.288	6.739	5.818	108.616	6.010	5.985	5.393	6.739
128.500	2.269	-8.245	6.590	5.711	112.765	5.911	5.885	5.383	6.590
128.625	2.269	-8.222	6.506	5.739	115.258	5.985	5.906	5.511	6.506
128.750	2.264	-8.240	6.455	5.792	114.338	6.130	5.979	5.554	6.455
128.875	2.257	-8.326	6.421	5.783	112.953	6.267	6.051	5.606	6.421
129.000	2.255	-8.461	6.378	5.723	113.746	6.352	6.091	5.539	6.378
129.125	2.264	-8.675	6.282	5.710	114.917	6.411	6.111	5.331	6.282
129.250	2.275	-8.956	6.132	5.790	115.383	6.465	6.132	5.276	6.132
129.375	2.279	-9.279	5.960	5.980	115.020	6.582	6.192	5.320	5.960
129.500	2.277	-9.598	5.813	6.264	112.919	6.877	6.361	5.779	5.813
129.625	2.268	-9.909	5.718	6.542	111.413	7.268	6.615	6.190	5.718
129.750	2.257	-10.231	5.637	6.704	114.431	7.586	6.841	6.388	5.637
129.875	2.247	-10.586	5.530	6.755	120.073	7.731	6.955	5.978	5.530
130.000	2.244	-11.017	5.397	6.809	125.152	7.748	6.958	5.601	5.397
130.125	2.244	-11.541	5.325	7.080	126.585	7.915	7.009	5.542	5.325
130.250	2.239	-12.117	5.415	7.608	124.206	8.491	7.309	6.040	5.415
130.375	2.229	-12.743	5.705	8.309	116.407	9.555	7.966	7.113	5.705
130.500	2.216	-13.436	6.124	9.060	105.106	10.927	8.930	8.567	6.124
130.625	2.202	-14.163	6.485	9.734	96.154	12.079	9.910	9.171	6.485
130.750	2.185	-14.875	6.649	10.249	90.101	12.587	10.530	9.179	6.649
130.875	2.165	-15.523	6.602	10.563	86.084	12.438	10.669	9.082	6.602
131.000	2.150	-16.051	6.432	10.719	81.744	11.969	10.486	9.016	6.432
131.125	2.143	-16.461	6.280	10.807	76.763	11.610	10.258	8.901	6.280
131.250	2.143	-16.797	6.220	10.887	73.707	11.507	10.147	8.853	6.220
131.375	2.144	-17.092	6.253	10.976	74.346	11.611	10.158	8.844	6.253
131.500	2.142	-17.348	6.356	11.084	77.428	11.834	10.251	8.940	6.356
131.625	2.134	-17.545	6.519	11.233	78.412	12.117	10.395	9.259	6.519
131.750	2.121	-17.712	6.727	11.392	78.136	12.400	10.558	10.069	6.727
131.875	2.107	-17.856	6.968	11.525	79.133	12.634	10.712	11.367	6.968
132.000	2.097	-17.991	7.221	11.626	80.663	12.780	10.828	12.447	7.221
132.125	2.090	-18.100	7.462	11.681	79.219	12.805	10.876	12.348	7.462
132.250	2.088	-18.194	7.698	11.696	75.381	12.754	10.869	11.645	7.698
132.375	2.090	-18.260	7.956	11.689	71.313	12.674	10.833	10.996	7.956
132.500	2.094	-18.305	8.278	11.683	70.604	12.615	10.798	10.509	8.278
132.625	2.096	-18.343	8.697	11.677	74.858	12.613	10.788	10.707	8.697
132.750	2.095	-18.364	9.170	11.650	79.388	12.647	10.794	11.218	9.170
132.875	2.091	-18.371	9.643	11.607	80.221	12.680	10.796	11.439	9.643
133.000	2.089	-18.374	10.064	11.562	77.961	12.673	10.778	11.049	10.064
133.125	2.092	-18.373	10.392	11.527	76.907	12.617	10.741	10.694	10.392
133.250	2.098	-18.354	10.646	11.506	78.126	12.545	10.705	11.158	10.646
133.375	2.104	-18.321	10.851	11.491	80.109	12.473	10.685	11.793	10.851
133.500	2.108	-18.249	11.018	11.485	81.812	12.394	10.681	12.202	11.018
133.625	2.109	-18.126	11.150	11.492	81.297	12.283	10.684	11.918	11.150
133.750	2.107	-17.926	11.262	11.492	78.357	12.133	10.682	11.318	11.262
133.875	2.105	-17.640	11.373	11.470	74.668	11.956	10.674	10.728	11.373
134.000	2.101	-17.244	11.501	11.420	71.596	11.770	10.660	10.632	11.501
134.125	2.096	-16.718	11.668	11.332	71.447	11.575	10.634	10.968	11.668
134.250	2.090	-16.070	11.869	11.213	73.475	11.341	10.571	11.124	11.869
134.375	2.086	-15.262	12.107	11.067	76.753	11.014	10.427	10.995	12.107
134.500	2.087	-14.298	12.405	10.721	79.960	10.522	10.128	10.747	12.405
134.625	2.098	-13.214	12.737	9.819	82.126	9.754	9.559	10.335	12.737
134.750	2.125	-12.130	12.920	8.580	87.363	8.747	8.745	9.099	12.920
134.875	2.174	-11.114	12.738	7.457	96.798	7.627	7.782	7.237	12.738
135.000	2.235	-10.218	12.078	6.731	107.416	6.616	6.849	5.914	12.078
135.125	2.282	-9.475	11.006	6.333	112.765	5.986	6.171	5.551	11.006
135.250	2.300	-8.891	9.880	6.045	112.547	5.735	5.794	5.475	9.880
135.375	2.298	-8.495	8.936	5.842	112.048	5.781	5.684	5.466	8.936
135.500	2.291	-8.310	8.254	5.711	114.442	5.986	5.758	5.295	8.254
135.625	2.286	-8.323	7.793	5.697	118.087	6.230	5.939	5.178	7.793
135.750	2.279	-8.421	7.442	5.811	118.381	6.490	6.183	5.275	7.442
135.875	2.268	-8.569	7.199	6.049	114.983	6.808	6.504	5.665	7.199
136.000	2.255	-8.727	7.081	6.356	110.586	7.180	6.904	5.997	7.081
136.125	2.246	-8.851	7.096	6.637	107.931	7.507	7.327	6.265	7.096
136.250	2.245	-8.912	7.168	6.811	106.948	7.673	7.666	6.800	7.168
136.375	2.248	-8.921	7.223	6.834	108.802	7.606	7.830	7.037	7.223
136.500	2.253	-8.901	7.198	6.726	114.635	7.323	7.776	6.615	7.198
136.625	2.263	-8.862	7.046	6.565	118.803	6.937	7.539	6.103	7.046
136.750	2.276	-8.838	6.808	6.465	117.306	6.634	7.285	5.950	6.808
136.875	2.291	-8.828	6.531	6.483	113.803	6.533	7.137	5.985	6.531
137.000	2.302	-8.848	6.258	6.636	112.935	6.687	7.171	6.115	6.258
137.125	2.304	-8.904	6.015	6.912	111.131	7.067	7.392	6.394	6.015
137.250	2.301	-9.005	5.802	7.201	105.739	7.460	7.640	6.723	5.802
137.375	2.300	-9.148	5.638	7.422	100.902	7.689	7.769	6.788	5.638
137.500	2.304	-9.296	5.550	7.544	99.627	7.674	7.705	6.713	5.550
137.625	2.304	-9.460	5.564	7.585	101.786	7.470	7.482	6.972	5.564
137.750	2.298	-9.627	5.664	7.619	107.084	7.290	7.260	7.362	5.664
137.875	2.297	-9.812	5.936	7.766	112.631	7.360	7.182	6.978	5.936
138.000	2.312	-10.031	6.642	8.191	113.791	8.071	7.469	6.366	6.642
138.125	2.344	-10.303	8.291	9.592	107.325	10.413	8.848	6.939	8.291
138.250	2.387	-10.621	10.799	12.528	97.528	14.877	12.004	10.957	10.799
138.375	2.431	-10.962	13.644	16.499	87.157	21.458	17.373	22.696	13.644
138.500	2.453	-11.334	15.907	19.827	79.006	28.416	24.016	36.122	15.907
138.625	2.404	-11.720	16.424	20.754	76.048	30.239	27.274	29.407	16.424
138.750	2.305	-12.104	15.269	20.099	75.773	25.817	24.857	19.123	15.269
138.875	2.212	-12.437	13.015	19.049	76.462	19.452	19.859	13.922	13.015
139.000	2.160	-12.697	10.493	18.206	77.238	14.974	15.827	12.274	10.493
139.125	2.149	-12.872	8.461	17.687	78.254	13.373	14.073	11.795	8.461
139.250	2.148	-12.976	7.050	17.327	77.827	13.236	13.657	11.283	7.050
139.375	2.146	-13.025	6.156	17.058	76.691	13.701	13.859	10.714	6.156
139.500	2.141	-13.035	5.624	16.878	78.201	14.267	14.252	10.485	5.624
139.625	2.135	-13.022	5.376	16.811	82.628	14.722	14.653	10.529	5.376
139.750	2.128	-13.006	5.303	16.837	84.570	15.069	15.016	10.711	5.303
139.875	2.122	-13.013	5.371	16.926	82.128	15.343	15.336	10.951	5.371
140.000	2.114	-13.044	5.581	17.038	79.073	15.573	15.611	11.291	5.581
140.125	2.104	-13.086	6.089	17.095	80.057	15.755	15.819	11.626	6.089
140.250	2.093	-13.127	7.087	16.999	82.160	15.871	15.940	11.781	7.087
140.375	2.085	-13.178	8.758	16.709	81.840	15.881	15.934	11.840	8.758
140.500	2.086	-13.235	11.109	16.302	79.554	15.753	15.773	11.890	11.109
140.625	2.098	-13.276	13.875	15.881	78.576	15.451	15.429	11.809	13.875
140.750	2.115	-13.295	16.452	15.446	80.741	15.023	14.965	11.658	16.452
140.875	2.137	-13.263	18.394	14.928	85.024	14.503	14.426	11.760	18.394
141.000	2.166	-13.220	19.465	14.370	88.962	13.947	13.863	11.919	19.465
141.125	2.204	-13.225	19.617	14.001	92.186	13.483	13.373	11.438	19.617
141.250	2.244	-13.285	19.317	13.976	95.037	13.290	13.090	10.836	19.317
141.375	2.270	-13.382	18.922	14.336	94.760	13.536	13.161	11.432	18.922
141.500	2.266	-13.497	18.701	14.945	90.165	14.245	13.648	12.818	18.701
141.625	2.236	-13.626	18.749	15.482	85.748	15.186	14.443	13.938	18.749
141.750	2.208	-13.739	18.858	15.715	87.099	15.857	15.127	13.877	18.858
141.875	2.192	-13.857	18.821	15.659	90.320	15.927	15.363	13.319	18.821
142.000	2.186	-13.945	18.529	15.472	89.120	15.402	15.067	12.649	18.529
142.125	2.186	-13.977	18.021	15.273	83.941	14.626	14.457	12.154	18.021
142.250	2.189	-13.964	17.503	15.086	79.850	14.011	13.902	12.024	17.503
142.375	2.194	-13.942	17.094	14.833	79.490	13.643	13.511	12.019	17.094
142.500	2.198	-13.923	16.808	14.422	83.113	13.414	13.231	11.736	16.808
142.625	2.203	-13.882	16.571	13.950	88.680	13.198	12.964	11.210	16.571
142.750	2.209	-13.857	16.277	13.701	91.366	13.010	12.713	10.891	16.277
142.875	2.214	-13.859	15.889	13.762	87.856	12.954	12.561	11.046	15.889
143.000	2.211	-13.895	15.434	13.960	82.239	13.100	12.582	10.961	15.434
143.125	2.197	-13.955	14.995	14.068	81.339	13.404	12.779	10.452	14.995
143.250	2.187	-14.024	14.647	14.068	83.756	13.679	13.011	10.053	14.647
143.375	2.186	-14.061	14.426	14.033	85.854	13.808	13.171	10.137	14.426
143.500	2.190	-14.050	14.335	14.021	86.705	13.776	13.218	10.588	14.335
143.625	2.193	-14.029	14.370	14.042	86.551	13.659	13.191	10.826	14.370
143.750	2.193	-14.002	14.485	14.031	85.870	13.558	13.159	10.900	14.485
143.875	2.194	-13.989	14.642	13.931	85.606	13.482	13.122	10.912	14.642
144.000	2.198	-13.997	14.783	13.767	86.580	13.404	13.055	10.842	14.783
144.125	2.206	-14.035	14.826	13.672	88.074	13.331	12.958	10.862	14.826
144.250	2.212	-14.081	14.755	13.720	88.816	13.328	12.898	11.167	14.755
144.375	2.212	-14.137	14.590	13.878	88.249	13.447	12.931	11.732	14.590
144.500	2.204	-14.220	14.390	14.052	85.598	13.685	13.072	11.917	14.390
144.625	2.196	-14.312	14.234	14.167	82.756	13.967	13.275	11.805	14.234
144.750	2.192	-14.422	14.153	14.223	82.214	14.165	13.437	11.647	14.153
144.875	2.190	-14.514	14.143	14.238	82.629	14.217	13.501	11.173	14.143
