#Depth	GR	RT	RI	RXO	AC	SP	R2M	R025	DEN
90.000	-9999.000	-9999.000	-9999.000	-9999.000	229.905	46.562	0.423	0.000	2.396
90.125	-9999.000	-9999.000	-9999.000	-9999.000	238.163	46.369	0.342	0.000	2.396
90.250	-9999.000	-9999.000	-9999.000	-9999.000	243.688	46.169	0.171	0.000	2.395
90.375	-9999.000	-9999.000	-9999.000	-9999.000	243.848	45.858	0.079	0.000	2.397
90.500	-9999.000	-9999.000	-9999.000	-9999.000	241.706	46.136	0.071	0.000	2.401
90.625	-9999.000	-9999.000	-9999.000	-9999.000	240.945	47.120	0.070	0.000	2.406
90.750	-9999.000	-9999.000	-9999.000	-9999.000	240.771	46.942	0.000	0.000	2.413
90.875	51.556	0.200	0.200	0.200	232.287	46.822	0.000	0.000	2.420
91.000	51.556	0.200	0.200	0.200	221.109	46.713	0.000	0.000	2.426
91.125	51.556	0.200	0.200	0.200	210.358	46.616	0.000	0.000	2.432
91.250	51.556	0.200	0.200	0.200	204.524	46.485	0.000	0.000	2.438
91.375	51.556	0.200	0.200	0.200	205.266	46.291	0.008	0.000	2.440
91.500	51.556	0.200	0.200	0.200	207.142	46.089	0.049	0.000	2.437
91.625	48.924	0.200	0.200	0.200	206.690	45.704	0.053	0.000	2.437
91.750	49.788	0.200	0.200	0.200	205.958	45.271	0.149	0.000	2.435
91.875	49.738	0.200	0.200	0.200	205.367	44.783	0.194	0.000	2.434
92.000	49.152	0.200	0.200	0.200	206.870	44.285	0.232	0.000	2.432
92.125	48.685	0.200	0.200	0.200	211.906	43.836	0.317	0.000	2.429
92.250	44.762	0.200	0.200	0.200	219.311	43.472	0.328	0.000	2.426
92.375	45.010	0.200	0.200	0.200	228.310	43.121	0.382	0.000	2.421
92.500	43.669	0.200	0.200	0.200	225.509	42.781	0.292	0.000	2.418
92.625	43.391	0.200	0.200	0.200	217.464	42.460	0.202	0.000	2.422
92.750	43.411	0.200	0.200	0.200	207.533	42.178	0.110	0.000	2.433
92.875	42.666	0.200	0.200	0.200	199.101	41.929	0.010	0.000	2.443
93.000	42.914	0.200	0.200	0.200	198.875	41.634	0.032	0.000	2.445
93.125	42.169	0.200	0.200	0.200	203.885	41.472	0.005	0.000	2.432
93.250	42.219	0.200	0.200	0.200	206.391	41.231	0.035	0.000	2.420
93.375	43.093	0.200	0.200	0.200	209.843	40.911	0.046	0.000	2.418
93.500	44.066	0.200	0.200	0.200	212.772	40.455	0.026	0.000	2.428
93.625	44.613	0.200	0.200	0.200	212.920	39.820	0.000	0.000	2.442
93.750	45.358	0.200	0.200	0.200	211.381	39.044	0.000	0.000	2.454
93.875	44.811	0.200	0.200	0.200	212.349	38.183	0.000	0.004	2.450
94.000	42.914	0.200	0.200	0.200	212.726	37.417	0.000	0.016	2.448
94.125	41.305	0.221	0.200	0.219	218.730	36.803	0.000	0.014	2.463
94.250	39.596	0.251	0.200	0.252	225.597	36.401	0.051	0.018	2.502
94.375	36.864	0.336	0.200	0.299	227.024	36.216	0.129	0.063	2.562
94.500	33.139	0.680	0.200	0.398	224.573	36.140	0.001	0.179	2.636
94.625	33.338	0.280	0.200	0.476	213.921	36.283	0.012	0.030	2.683
94.750	35.325	0.200	0.200	0.387	200.856	36.436	0.066	0.000	2.682
94.875	37.937	0.200	0.200	0.272	190.636	36.561	0.147	0.000	2.642
95.000	39.079	0.200	0.200	0.210	184.770	36.646	0.216	0.000	2.581
95.125	38.096	0.200	0.200	0.210	183.337	36.720	0.237	0.000	2.525
95.250	38.146	0.200	0.200	0.208	187.323	36.855	0.215	0.000	2.501
95.375	42.119	0.200	0.200	0.201	190.738	36.788	0.210	0.000	2.506
95.500	44.305	0.200	0.200	0.200	191.332	36.704	0.070	0.000	2.526
95.625	44.255	0.200	0.200	0.200	194.295	36.500	0.000	0.030	2.566
95.750	43.510	0.282	0.200	0.200	198.783	36.219	0.000	0.054	2.623
95.875	43.659	0.497	0.200	0.200	201.755	35.939	0.000	0.037	2.679
96.000	44.404	0.761	0.200	0.200	201.814	35.676	0.000	0.000	2.694
96.125	43.659	0.705	0.200	0.200	195.548	35.516	0.000	0.000	2.665
96.250	40.649	0.625	0.200	0.200	189.921	35.361	0.133	0.000	2.634
96.375	37.728	0.520	0.200	0.200	187.461	35.299	0.185	0.000	2.638
96.500	36.735	0.451	0.200	0.200	186.683	35.241	0.193	0.000	2.670
96.625	38.245	0.511	0.200	0.200	185.623	35.048	0.246	0.000	2.690
96.750	40.828	0.800	0.200	0.200	185.341	34.655	0.283	0.000	2.641
96.875	42.815	0.357	0.200	0.200	185.282	34.160	0.190	0.000	2.539
97.000	45.834	0.223	0.200	0.200	187.047	33.622	0.057	0.000	2.457
97.125	48.934	0.200	0.200	0.200	189.508	33.041	0.000	0.000	2.413
97.250	50.623	0.200	0.200	0.200	192.037	32.472	0.000	0.000	2.397
97.375	50.762	0.204	0.200	0.200	194.042	32.000	0.000	0.012	2.392
97.500	52.450	0.226	0.200	0.200	194.498	31.718	0.000	0.072	2.391
97.625	50.960	0.204	0.200	0.200	194.442	31.317	0.000	0.237	2.400
97.750	51.457	0.200	0.200	0.200	194.613	30.819	0.000	0.252	2.411
97.875	51.258	0.200	0.200	0.200	195.456	30.255	0.000	0.189	2.425
98.000	52.450	0.200	0.200	0.200	196.982	29.597	0.000	0.089	2.444
98.125	56.871	0.200	0.200	0.200	199.373	28.802	0.032	0.000	2.468
98.250	61.093	0.200	0.200	0.200	203.589	27.851	0.190	0.000	2.499
98.375	65.811	0.200	0.200	0.200	208.373	26.881	0.261	0.000	2.526
98.500	67.152	0.200	0.200	0.200	213.022	25.891	0.376	0.000	2.538
98.625	66.457	0.200	0.200	0.200	216.339	24.826	0.316	0.000	2.548
98.750	63.556	0.200	0.200	0.200	217.694	23.684	0.150	0.000	2.565
98.875	58.351	0.200	0.200	0.200	216.407	22.474	0.037	0.000	2.593
99.000	52.391	0.200	0.200	0.202	211.122	21.169	0.021	0.000	2.622
99.125	48.914	0.200	0.200	0.214	205.883	19.777	0.004	0.000	2.628
99.250	47.265	0.200	0.200	0.215	229.577	18.317	0.000	0.000	2.615
99.375	47.831	0.200	0.200	0.234	264.567	16.816	0.000	0.000	2.594
99.500	49.172	0.200	0.200	0.258	301.014	15.274	0.000	0.000	2.563
99.625	49.967	0.200	0.200	0.272	331.191	13.662	0.000	0.000	2.515
99.750	50.960	0.200	0.200	0.302	343.776	11.924	0.000	0.000	2.433
99.875	52.947	0.232	0.393	1.592	371.801	10.037	0.000	0.000	2.302
100.000	57.715	0.413	0.767	4.026	408.163	7.988	0.000	0.293	2.151
100.125	64.073	0.846	1.316	5.547	449.344	5.774	0.000	0.792	2.018
100.250	69.238	1.780	2.096	5.968	494.262	3.423	0.008	1.452	1.927
100.375	71.623	3.335	3.142	5.965	539.649	0.964	0.023	2.205	1.890
100.500	73.609	5.246	4.381	6.068	575.417	-1.605	0.019	2.897	1.909
100.625	70.629	5.317	4.933	6.101	568.527	-4.349	0.079	3.618	1.966
100.750	74.801	4.986	5.186	6.228	531.650	-7.228	0.104	3.976	2.033
100.875	78.974	4.805	5.389	6.209	487.041	-10.241	0.056	4.211	2.099
101.000	83.245	4.828	5.575	6.071	450.026	-13.371	0.000	4.270	2.151
101.125	88.311	4.873	5.666	5.896	429.505	-16.538	0.000	4.167	2.179
101.250	88.808	4.805	5.578	5.607	428.422	-19.538	0.000	4.341	2.183
101.375	89.801	4.576	5.338	5.118	431.329	-22.165	0.000	4.355	2.186
101.500	90.199	4.378	5.125	4.878	433.366	-24.384	0.000	4.167	2.201
101.625	90.507	4.313	5.046	4.932	428.422	-26.130	0.000	4.022	2.231
101.750	90.616	4.420	5.133	5.324	419.970	-27.419	0.000	4.037	2.270
101.875	90.914	4.692	5.363	5.868	413.159	-28.339	0.016	4.129	2.313
102.000	93.397	5.097	5.676	5.937	406.893	-29.035	0.096	3.955	2.345
102.125	92.553	5.402	5.853	5.727	405.525	-29.545	0.319	3.912	2.346
102.250	95.166	5.469	5.814	5.821	406.073	-29.897	0.892	3.915	2.318
102.375	94.172	5.371	5.617	5.572	410.892	-30.173	1.489	3.816	2.279
102.500	91.490	5.171	5.327	5.135	418.422	-30.396	2.105	3.641	2.252
102.625	90.596	4.961	5.038	4.900	425.312	-30.561	2.777	3.511	2.248
102.750	89.106	4.897	4.898	4.934	428.560	-30.651	3.297	3.561	2.267
102.875	95.563	4.989	4.905	5.062	429.301	-30.801	3.659	3.441	2.275
103.000	99.715	5.211	5.015	5.507	430.997	-31.069	3.965	3.467	2.264
103.125	101.742	5.462	5.135	5.934	430.200	-31.428	4.184	3.656	2.239
103.250	99.755	5.608	5.180	6.155	426.237	-31.878	4.331	3.889	2.209
103.375	93.527	5.605	5.140	6.154	421.188	-32.412	4.421	4.059	2.187
103.500	88.212	5.627	5.144	6.122	419.879	-32.978	4.436	4.227	2.178
103.625	85.877	5.978	5.428	6.239	425.518	-33.462	4.400	4.448	2.173
103.750	83.821	6.728	6.026	8.212	430.702	-33.916	4.338	4.782	2.163
103.875	80.195	7.855	6.849	10.313	431.430	-34.390	4.375	5.085	2.150
104.000	73.828	9.090	7.698	11.412	428.878	-34.894	4.539	5.299	2.139
104.125	66.238	9.999	8.297	11.298	425.758	-35.439	4.820	5.450	2.134
104.250	63.656	10.064	8.327	11.000	422.680	-36.074	5.236	5.638	2.133
104.375	64.401	9.154	7.586	10.259	423.251	-36.871	5.580	5.703	2.133
104.500	66.338	8.303	6.837	9.161	421.814	-37.729	5.712	5.745	2.139
104.625	68.066	7.744	6.285	8.693	421.424	-38.584	5.829	5.747	2.155
104.750	69.199	7.538	6.021	9.334	420.876	-39.399	5.866	5.802	2.172
104.875	69.546	7.666	6.049	10.651	417.923	-40.156	5.722	5.940	2.178
105.000	68.305	8.112	6.315	10.888	412.457	-40.835	5.480	5.956	2.164
105.125	63.785	8.927	6.873	10.794	406.942	-41.391	5.410	6.322	2.137
105.250	61.768	9.846	7.532	11.074	395.033	-41.798	5.541	6.446	2.136
105.375	60.765	10.635	8.162	12.950	380.249	-42.080	5.694	6.538	2.170
105.500	61.411	11.164	8.637	14.601	363.412	-42.290	5.926	6.640	2.226
105.625	63.675	11.316	8.817	13.962	347.769	-42.437	6.296	6.712	2.278
105.750	64.073	10.894	8.527	11.524	344.147	-42.414	6.632	6.699	2.293
105.875	66.805	9.900	7.855	10.668	356.644	-42.401	6.896	6.393	2.248
106.000	69.338	9.020	7.207	9.367	373.406	-42.456	7.022	6.195	2.197
106.125	71.672	8.377	6.716	8.814	389.751	-42.558	6.995	6.002	2.162
106.250	73.371	8.058	6.421	9.105	402.385	-42.661	6.812	5.729	2.146
106.375	73.937	8.011	6.282	9.480	410.210	-42.751	6.556	5.386	2.134
106.500	73.192	7.943	6.203	8.565	415.108	-42.906	6.461	5.151	2.112
106.625	73.689	7.683	6.064	7.565	420.974	-42.939	6.418	5.058	2.087
106.750	78.238	7.334	5.924	7.546	423.425	-42.877	6.295	5.030	2.073
106.875	81.656	7.124	5.840	7.482	428.094	-42.715	6.351	4.994	2.075
107.000	84.060	7.128	5.866	7.427	431.969	-42.491	6.479	5.000	2.088
107.125	85.440	7.353	6.041	7.866	431.348	-42.264	6.487	5.104	2.106
107.250	80.225	7.807	6.384	9.073	429.846	-42.095	6.369	5.257	2.127
107.375	80.225	8.089	6.627	8.762	421.870	-41.999	6.467	5.221	2.139
107.500	77.801	8.203	6.732	9.466	419.911	-41.907	6.591	5.174	2.155
107.625	76.619	8.126	6.740	9.343	418.780	-41.884	6.653	5.219	2.168
107.750	76.450	7.961	6.693	8.556	419.970	-41.897	6.657	5.327	2.176
107.875	76.202	7.842	6.653	8.309	424.826	-41.876	6.675	5.437	2.178
108.000	76.947	7.836	6.731	9.881	427.697	-41.790	6.818	5.564	2.164
108.125	75.656	7.954	6.838	10.635	434.820	-41.693	6.703	5.672	2.141
108.250	70.589	8.201	7.070	11.217	438.127	-41.640	6.695	5.922	2.126
108.375	69.079	8.822	7.576	11.275	432.559	-41.550	6.742	6.022	2.131
108.500	68.583	9.644	8.219	12.454	417.123	-41.435	7.024	6.004	2.164
108.625	66.119	10.314	8.718	16.694	394.209	-41.317	7.771	5.939	2.223
108.750	67.709	10.531	8.800	24.518	368.957	-41.149	9.082	5.658	2.292
108.875	67.212	9.558	8.070	15.657	359.344	-40.972	10.439	5.522	2.329
109.000	75.656	8.119	7.064	8.488	361.404	-40.745	10.924	5.151	2.319
109.125	84.218	6.747	6.033	5.758	376.280	-40.533	10.906	4.827	2.281
109.250	89.821	5.709	5.131	5.736	399.528	-40.346	10.480	4.562	2.243
109.375	92.096	5.107	4.501	5.733	424.154	-40.190	9.553	4.343	2.225
109.500	90.358	4.990	4.373	5.619	443.665	-40.121	7.936	4.362	2.226
109.625	90.109	5.343	4.730	5.484	443.153	-40.136	6.318	4.314	2.227
109.750	86.841	5.966	5.316	7.163	437.126	-40.181	5.338	4.575	2.209
109.875	82.132	6.876	6.112	9.566	431.841	-40.235	4.821	4.941	2.174
110.000	75.755	7.920	6.979	11.287	428.422	-40.313	4.554	5.461	2.134
110.125	68.007	8.807	7.711	11.576	426.312	-40.464	4.389	6.151	2.101
110.250	62.046	9.130	8.095	11.309	426.693	-40.762	4.355	6.695	2.086
110.375	63.487	9.191	8.357	11.023	423.389	-41.194	4.357	7.504	2.093
110.500	67.152	9.741	8.990	11.304	420.906	-41.798	4.694	8.175	2.122
110.625	71.374	11.202	10.205	17.214	396.345	-42.575	5.245	9.015	2.186
110.750	71.921	13.583	11.946	29.378	352.205	-43.497	6.290	9.720	2.285
110.875	67.351	16.279	13.757	40.571	302.231	-44.495	8.024	9.960	2.404
111.000	64.371	17.868	14.643	32.311	257.274	-45.433	10.067	9.968	2.507
111.125	61.589	15.614	12.913	19.121	253.248	-46.194	11.773	9.983	2.518
111.250	61.033	12.729	10.799	13.259	269.577	-46.805	12.834	9.706	2.448
111.375	59.990	10.374	8.954	11.337	303.658	-47.288	13.125	9.036	2.335
111.500	59.265	8.939	7.690	10.993	345.157	-47.616	12.602	8.214	2.222
111.625	59.652	8.334	7.062	10.883	382.766	-47.768	11.330	7.569	2.140
111.750	58.411	8.278	6.946	10.681	411.017	-47.806	9.514	7.265	2.102
111.875	59.156	8.542	7.130	11.285	418.533	-47.825	7.851	6.891	2.088
112.000	56.722	8.880	7.386	12.987	426.175	-47.791	6.734	6.614	2.070
112.125	55.430	9.160	7.615	13.023	432.388	-47.751	6.170	6.450	2.052
112.250	56.523	9.327	7.767	11.745	435.469	-47.766	5.923	6.453	2.041
112.375	59.007	9.379	7.826	10.709	435.007	-47.901	5.721	6.588	2.042
112.500	60.497	9.337	7.799	10.764	433.297	-48.206	5.472	6.616	2.053
112.625	63.725	9.249	7.718	10.769	432.234	-48.559	5.662	6.585	2.061
112.750	61.748	9.222	7.669	10.710	435.912	-49.011	5.928	6.446	2.062
112.875	61.480	9.260	7.651	10.699	436.352	-49.438	6.300	6.433	2.059
113.000	62.225	9.334	7.642	10.709	434.393	-49.755	6.864	6.477	2.061
113.125	62.026	9.387	7.605	10.651	433.009	-49.924	7.680	6.433	2.074
113.250	64.013	9.327	7.482	10.466	430.656	-49.969	8.706	6.303	2.097
113.375	65.255	9.069	7.249	9.986	431.795	-50.025	9.417	6.264	2.116
113.500	65.901	8.706	6.960	9.547	429.472	-49.958	9.908	6.389	2.123
113.625	65.861	8.343	6.681	9.460	429.062	-49.869	10.170	6.259	2.115
113.750	65.722	8.107	6.500	9.585	428.743	-49.801	10.041	5.964	2.098
113.875	65.921	8.120	6.510	9.683	428.133	-49.762	9.469	5.790	2.082
114.000	65.921	8.472	6.791	9.781	436.946	-49.732	8.790	5.911	2.071
114.125	65.921	9.070	7.226	11.683	446.968	-49.619	8.393	5.964	2.065
114.250	64.132	9.654	7.646	14.314	449.521	-49.522	8.351	6.156	2.040
114.375	62.195	10.025	7.949	14.162	446.286	-49.457	8.180	6.535	1.991
114.500	60.755	10.172	8.123	12.290	438.950	-49.468	8.046	6.952	1.933
114.625	59.215	10.178	8.201	11.108	433.002	-49.541	8.210	7.232	1.896
114.750	55.490	10.134	8.204	11.146	441.545	-49.520	8.468	7.347	1.921
114.875	54.646	10.131	8.198	10.988	452.559	-49.436	8.593	7.444	1.997
115.000	54.834	10.202	8.232	10.871	456.886	-49.382	8.306	7.475	2.042
115.125	56.503	10.034	8.244	11.103	455.079	-49.321	8.163	7.428	2.038
115.250	58.788	9.684	8.173	11.503	450.751	-49.217	8.119	7.397	2.005
115.375	60.626	9.451	8.019	11.727	447.441	-49.081	8.018	7.420	1.986
115.500	61.868	9.733	7.901	11.596	445.466	-49.005	8.085	7.297	2.014
115.625	64.599	10.071	7.827	11.688	443.530	-48.934	7.941	7.400	2.062
115.750	64.629	10.159	7.818	11.911	440.771	-48.859	7.958	7.110	2.092
115.875	64.073	9.974	7.778	11.743	434.895	-48.753	8.038	6.885	2.104
116.000	64.272	9.908	7.750	11.318	432.523	-48.561	8.148	6.822	2.104
116.125	66.010	10.223	7.775	11.005	436.716	-48.268	8.199	6.790	2.102
116.250	69.735	10.508	7.754	10.968	434.439	-47.965	7.921	6.550	2.095
116.375	71.722	9.822	7.331	11.003	430.640	-47.671	7.922	6.197	2.088
116.500	75.497	8.704	6.669	9.744	423.684	-47.410	7.949	6.023	2.100
116.625	77.185	7.798	6.001	7.652	415.709	-47.182	7.873	5.837	2.126
116.750	77.344	7.262	5.535	6.488	409.239	-47.038	7.620	5.533	2.155
116.875	76.917	7.065	5.421	7.549	405.397	-47.005	7.271	5.210	2.171
117.000	73.192	7.289	5.705	9.911	402.129	-47.026	7.166	5.304	2.162
117.125	70.212	8.000	6.402	10.882	403.953	-47.127	6.969	5.386	2.142
117.250	67.510	8.937	7.183	10.963	408.419	-47.130	6.708	5.684	2.130
117.375	64.729	9.671	7.785	11.256	408.921	-47.152	6.610	5.942	2.124
117.500	63.298	9.953	8.037	11.433	408.678	-47.272	6.677	6.199	2.121
117.625	64.341	9.811	7.938	10.893	412.451	-47.483	6.835	6.564	2.117
117.750	66.576	9.646	7.734	9.912	418.261	-47.647	7.087	6.986	2.112
117.875	68.464	9.416	7.689	10.432	419.554	-47.828	7.231	7.143	2.109
118.000	70.868	9.455	7.782	10.666	409.603	-48.160	7.284	7.303	2.111
118.125	70.838	9.717	7.989	10.762	393.018	-48.450	7.338	7.566	2.121
118.250	68.305	10.103	8.218	11.215	374.304	-48.600	7.558	7.780	2.134
118.375	65.017	10.444	8.371	12.050	359.026	-48.631	7.974	7.804	2.145
118.500	63.477	10.486	8.396	12.010	354.925	-48.702	8.282	7.778	2.148
118.625	62.831	10.199	8.255	11.531	366.201	-48.770	8.150	7.762	2.138
118.750	61.907	10.174	8.085	10.747	379.695	-48.837	8.256	7.797	2.126
118.875	58.232	10.205	7.968	10.635	394.157	-48.929	8.112	7.785	2.116
119.000	54.636	10.367	7.944	11.272	404.091	-49.025	7.800	7.785	2.111
119.125	54.199	10.658	8.016	12.202	406.155	-49.085	7.518	7.793	2.110
119.250	55.192	10.635	8.151	12.788	405.548	-49.081	7.132	7.531	2.111
119.375	56.682	10.593	8.210	12.998	405.092	-48.993	6.992	7.578	2.112
119.500	56.146	10.312	8.195	12.506	405.912	-48.783	6.976	7.430	2.110
119.625	57.517	10.063	8.116	11.798	412.064	-48.589	7.141	7.321	2.109
119.750	59.603	9.999	8.025	11.230	419.065	-48.470	7.270	7.232	2.109
119.875	60.149	10.043	7.980	10.990	421.998	-48.428	7.204	7.145	2.112
120.000	59.901	9.771	8.028	11.075	423.592	-48.419	7.180	7.309	2.119
120.125	58.907	9.547	8.089	11.378	419.190	-48.398	7.603	7.236	2.127
120.250	59.980	9.275	8.047	11.722	411.381	-48.404	7.561	7.230	2.137
120.375	63.745	9.162	7.866	12.328	408.281	-48.379	7.623	6.978	2.147
120.500	67.669	9.133	7.597	12.648	409.072	-48.315	7.771	6.778	2.155
120.625	69.636	9.020	7.328	12.221	410.925	-48.225	7.800	6.896	2.163
120.750	71.523	8.754	7.144	11.524	415.938	-48.111	7.715	6.925	2.170
120.875	69.785	8.770	7.166	11.613	409.255	-48.019	7.403	7.054	2.166
121.000	67.252	9.046	7.322	11.371	405.489	-47.926	7.538	7.127	2.151
121.125	63.924	9.429	7.547	11.100	406.732	-47.829	7.609	7.415	2.133
121.250	62.086	9.807	7.747	11.368	411.959	-47.756	7.562	7.648	2.118
121.375	63.278	10.041	7.850	12.333	418.369	-47.716	7.551	7.549	2.109
121.500	65.265	9.893	7.861	13.053	422.772	-47.632	7.695	7.371	2.110
121.625	67.500	11.437	7.664	13.077	418.786	-47.636	7.726	7.108	2.120
121.750	65.960	12.168	7.527	12.606	419.872	-47.556	7.638	7.091	2.130
121.875	63.894	12.253	7.402	12.055	421.906	-47.480	7.488	7.020	2.137
122.000	62.225	11.392	7.332	11.685	421.860	-47.477	7.342	6.939	2.140
122.125	61.182	9.755	7.353	11.487	419.462	-47.550	7.234	6.989	2.139
122.250	61.927	8.920	7.386	11.063	418.855	-47.596	7.132	7.143	2.137
122.375	59.344	9.211	7.623	11.075	411.867	-47.546	7.311	7.275	2.135
122.500	60.417	9.559	7.908	11.734	410.197	-47.623	7.495	7.281	2.139
122.625	60.914	9.910	8.205	12.891	403.179	-47.730	7.828	7.440	2.144
122.750	61.470	10.168	8.440	13.470	395.614	-47.755	8.265	7.675	2.147
122.875	62.603	10.263	8.557	12.907	394.423	-47.703	8.613	7.809	2.145
123.000	59.722	10.214	8.573	12.583	395.295	-47.834	8.574	7.815	2.135
123.125	58.232	9.973	8.419	13.024	401.296	-48.027	8.386	7.679	2.121
123.250	59.722	9.609	8.162	12.982	405.594	-48.308	8.103	7.604	2.109
123.375	60.854	9.230	7.887	12.767	406.414	-48.528	7.676	7.553	2.103
123.500	61.470	9.006	7.742	12.680	406.293	-48.694	7.267	7.473	2.100
123.625	61.828	9.110	7.863	12.795	404.636	-48.843	7.076	7.408	2.097
123.750	59.841	9.646	8.317	12.727	390.282	-48.914	7.154	7.611	2.099
123.875	59.642	10.632	9.011	16.214	388.917	-48.940	7.599	7.885	2.120
124.000	58.848	11.644	9.720	18.657	376.795	-48.904	8.448	7.906	2.144
124.125	58.172	12.074	10.078	16.727	368.753	-48.967	9.222	7.796	2.157
124.250	57.795	11.674	9.898	13.528	366.634	-49.049	9.643	7.724	2.151
124.375	58.182	10.612	9.227	12.670	369.367	-49.058	9.683	7.700	2.130
124.500	60.914	9.521	8.401	12.339	383.038	-49.121	9.608	7.353	2.114
124.625	63.894	8.789	7.724	12.082	402.707	-49.193	9.008	7.265	2.111
124.750	64.967	8.398	7.390	12.096	409.314	-49.113	7.898	7.633	2.103
124.875	65.354	8.350	7.405	11.754	409.626	-49.003	6.984	8.194	2.078
125.000	63.815	8.836	7.932	11.370	402.221	-48.985	6.458	8.775	2.038
125.125	60.358	10.117	9.109	13.360	383.327	-49.083	6.277	9.320	2.000
125.250	59.960	12.397	10.859	23.406	352.644	-49.116	6.440	9.918	1.992
125.375	57.229	15.561	12.960	49.688	318.924	-49.179	7.963	10.204	2.063
125.500	57.278	16.852	13.725	68.017	300.699	-49.243	9.669	10.122	2.153
125.625	56.384	15.432	12.796	54.617	305.620	-49.265	10.783	9.716	2.211
125.750	54.497	12.602	10.905	26.364	328.675	-49.205	11.185	9.079	2.213
125.875	52.957	10.186	9.071	9.706	360.541	-49.100	11.092	8.374	2.164
126.000	52.212	8.910	7.792	9.587	395.932	-49.147	10.730	7.854	2.105
126.125	54.646	8.633	7.401	9.915	411.047	-49.117	9.217	7.543	2.090
126.250	55.967	8.903	7.504	10.468	422.303	-49.226	7.476	7.383	2.089
126.375	56.831	9.163	7.729	11.033	424.003	-49.321	6.196	7.357	2.097
126.500	58.073	9.329	7.914	11.153	423.776	-49.438	5.632	7.524	2.105
126.625	59.801	9.479	8.029	10.681	426.873	-49.594	5.609	7.819	2.105
126.750	60.497	9.536	8.094	10.335	420.495	-49.586	5.533	7.843	2.093
126.875	59.702	9.487	8.116	11.044	412.976	-49.695	5.370	7.905	2.075
127.000	58.351	9.312	8.036	11.662	409.222	-49.717	5.500	7.681	2.059
127.125	56.414	9.113	7.886	11.439	411.608	-49.823	5.802	7.601	2.034
127.250	55.192	8.976	7.708	10.332	421.086	-49.970	5.989	7.379	1.995
127.375	55.281	8.908	7.552	9.032	433.573	-50.077	5.951	6.823	1.948
127.500	54.536	8.762	7.478	8.987	436.306	-50.212	6.119	6.655	1.913
127.625	54.536	8.673	7.508	10.464	440.331	-50.153	6.692	6.484	1.937
127.750	54.934	8.406	7.595	11.593	433.389	-50.172	7.301	6.672	1.993
127.875	55.728	8.639	7.656	12.288	426.555	-50.114	7.745	6.703	2.052
128.000	56.305	8.965	7.693	12.775	420.709	-49.985	8.074	6.750	2.089
128.125	56.513	8.926	7.750	13.192	413.871	-49.854	8.392	7.039	2.098
128.250	57.755	9.021	7.870	13.185	408.556	-49.758	8.670	7.218	2.091
128.375	59.245	8.610	8.005	12.483	405.974	-49.703	8.767	7.381	2.090
128.500	62.245	8.738	8.069	12.057	397.254	-49.594	8.539	7.277	2.095
128.625	63.298	8.928	8.001	12.107	394.747	-49.434	8.288	7.211	2.102
128.750	63.000	8.903	7.834	12.344	396.982	-49.205	8.078	7.237	2.108
128.875	63.079	8.630	7.635	12.478	401.053	-48.901	7.904	7.268	2.109
129.000	63.477	8.380	7.443	12.709	415.026	-48.556	7.863	7.181	2.106
129.125	62.980	8.248	7.337	12.915	421.634	-48.190	7.696	7.005	2.106
129.250	62.007	8.300	7.357	12.866	429.577	-47.837	7.481	7.081	2.108
129.375	62.017	8.403	7.425	12.864	431.020	-47.531	7.330	6.985	2.111
129.500	62.066	8.482	7.480	12.808	429.455	-47.299	7.362	6.780	2.110
129.625	61.341	8.494	7.479	12.517	428.786	-47.126	7.478	6.667	2.105
129.750	61.689	8.394	7.413	12.064	422.408	-46.920	7.139	6.630	2.093
129.875	59.553	8.258	7.298	11.469	417.169	-46.777	6.904	6.761	2.080
130.000	59.523	8.105	7.169	11.108	413.143	-46.587	6.794	6.648	2.072
130.125	59.126	7.965	7.046	11.116	408.691	-46.364	6.694	6.690	2.069
130.250	58.530	7.794	6.959	11.319	408.648	-46.142	6.581	6.774	2.070
130.375	58.728	7.609	6.926	11.469	414.236	-45.950	6.542	6.744	2.073
130.500	59.722	7.617	6.934	11.476	413.022	-45.799	6.779	6.872	2.076
130.625	60.964	7.742	7.041	11.189	418.717	-45.454	6.702	6.528	2.075
130.750	60.338	8.058	7.118	11.214	418.944	-45.042	6.819	6.361	2.072
130.875	60.407	8.203	7.139	11.578	419.311	-44.723	6.837	6.035	2.073
131.000	61.808	8.092	7.078	12.002	421.650	-44.394	6.849	5.689	2.080
131.125	64.639	7.773	6.903	12.210	424.764	-43.921	7.012	5.475	2.095
131.250	69.854	7.285	6.560	12.252	425.141	-43.395	7.236	5.108	2.112
131.375	72.983	6.818	6.149	11.212	435.623	-43.168	7.220	4.794	2.125
131.500	73.252	6.545	5.771	9.414	436.138	-43.042	7.155	4.507	2.133
131.625	74.265	6.363	5.501	8.495	436.900	-42.815	7.117	4.528	2.140
131.750	75.358	6.348	5.401	8.556	436.260	-42.562	6.950	4.726	2.146
131.875	74.762	6.568	5.505	9.275	431.673	-42.394	6.537	4.915	2.147
132.000	72.775	6.895	5.797	11.014	430.610	-42.209	6.066	5.198	2.142
132.125	68.553	7.490	6.274	12.859	427.953	-41.914	6.130	5.518	2.130
132.250	62.940	7.909	6.742	13.197	427.844	-41.704	6.036	5.840	2.115
132.375	57.844	8.298	7.084	13.069	425.666	-41.588	6.023	6.103	2.099
132.500	54.139	8.505	7.307	13.006	421.512	-41.568	6.092	6.346	2.086
