#Depth	DEN	SP	R2M	R025	RA2	GR	RT	RI	RXO
206.875	2.472	-12.355	41.998	20.238	41.998	73.487	26.779	25.930	27.496
207.000	2.475	-12.357	41.533	19.927	41.533	76.513	25.388	24.724	23.768
207.125	2.468	-12.400	40.788	19.742	40.788	78.603	24.271	23.651	19.499
207.250	2.452	-12.436	40.008	19.665	40.008	79.207	23.728	23.012	17.902
207.375	2.432	-12.495	39.297	19.645	39.297	79.317	23.856	22.949	18.433
207.500	2.420	-12.630	38.677	19.638	38.677	78.312	24.549	23.434	18.599
207.625	2.424	-12.776	38.249	19.656	38.249	75.000	25.531	24.306	20.511
207.750	2.440	-12.952	38.048	19.768	38.048	71.934	26.381	25.177	22.980
207.875	2.456	-13.138	38.072	20.034	38.072	70.106	26.900	25.812	25.868
208.000	2.465	-13.342	38.292	20.452	38.292	69.845	27.143	26.180	26.344
208.125	2.463	-13.571	38.750	20.945	38.750	72.128	27.405	26.486	26.365
208.250	2.454	-13.829	39.354	21.393	39.354	74.377	27.976	26.998	27.409
208.375	2.445	-14.072	40.113	21.747	40.113	73.603	28.975	27.850	28.600
208.500	2.434	-14.298	41.034	22.029	41.034	70.652	30.349	29.051	29.482
208.625	2.420	-14.520	41.863	22.332	41.863	68.655	31.830	30.427	34.200
208.750	2.407	-14.739	42.546	22.734	42.546	68.379	33.008	31.601	36.416
208.875	2.401	-14.963	43.232	23.223	43.232	69.934	33.602	32.273	36.393
209.000	2.407	-15.180	43.993	23.713	43.993	73.317	33.504	32.292	38.676
209.125	2.419	-15.354	44.683	24.047	44.683	76.411	32.817	31.695	35.630
209.250	2.427	-15.481	45.138	24.167	45.138	77.450	32.072	30.959	33.408
209.375	2.427	-15.614	45.240	24.117	45.240	74.833	31.663	30.462	30.229
209.500	2.425	-15.703	45.042	24.028	45.042	69.892	31.796	30.432	28.478
209.625	2.426	-15.796	44.985	24.068	44.985	68.820	32.497	30.952	30.757
209.750	2.431	-15.861	45.273	24.261	45.273	72.092	33.418	31.747	33.512
209.875	2.436	-15.903	45.731	24.542	45.731	75.084	34.236	32.542	36.443
210.000	2.437	-15.951	46.177	24.802	46.177	73.220	34.684	33.075	37.055
210.125	2.436	-15.940	46.612	24.914	46.612	68.178	34.599	33.132	39.354
210.250	2.433	-15.935	47.362	24.878	47.362	65.098	34.219	32.862	38.915
210.375	2.425	-15.907	48.460	24.760	48.460	65.557	33.804	32.481	36.452
210.500	2.410	-15.869	49.641	24.663	49.641	67.395	33.568	32.204	38.387
210.625	2.390	-15.834	50.659	24.710	50.659	68.291	33.620	32.171	42.660
210.750	2.377	-15.801	51.421	24.879	51.421	69.165	33.842	32.311	40.463
210.875	2.376	-15.778	52.158	25.073	52.158	70.078	34.131	32.542	36.068
211.000	2.386	-15.763	53.057	25.171	53.057	70.206	34.402	32.791	34.979
211.125	2.397	-15.778	54.092	25.092	54.092	69.656	34.585	32.993	34.378
211.250	2.402	-15.811	54.897	24.930	54.897	69.015	34.671	33.131	34.879
211.375	2.401	-15.844	55.482	24.797	55.482	68.298	34.669	33.204	35.545
211.500	2.402	-15.889	56.172	24.758	56.172	66.859	34.588	33.212	37.223
211.625	2.411	-15.933	57.141	24.775	57.141	65.891	34.412	33.137	37.964
211.750	2.424	-15.962	58.154	24.727	58.154	66.015	34.130	32.968	35.488
211.875	2.432	-15.985	58.793	24.541	58.793	68.147	33.702	32.660	35.628
212.000	2.430	-15.973	58.922	24.209	58.922	73.185	33.108	32.172	37.485
212.125	2.419	-15.964	58.818	23.798	58.818	76.844	32.367	31.491	39.194
212.250	2.408	-15.926	58.760	23.407	58.760	76.982	31.565	30.716	36.752
212.375	2.405	-15.873	58.692	23.065	58.692	74.828	30.690	29.873	35.004
212.500	2.412	-15.812	58.420	22.736	58.420	72.446	29.676	28.926	32.543
212.625	2.429	-15.678	57.737	22.329	57.737	72.019	28.506	27.859	30.641
212.750	2.447	-15.542	56.856	21.796	56.856	72.704	27.346	26.803	29.412
212.875	2.459	-15.360	55.874	21.164	55.874	73.625	26.370	25.908	29.074
213.000	2.460	-15.181	54.873	20.539	54.873	75.020	25.708	25.286	28.361
213.125	2.453	-15.008	54.044	20.087	54.044	77.150	25.424	25.004	26.608
213.250	2.446	-14.813	53.292	19.851	53.292	78.632	25.332	24.906	26.884
213.375	2.443	-14.642	52.514	19.763	52.514	79.594	25.266	24.845	28.537
213.500	2.442	-14.471	51.618	19.677	51.618	80.034	25.105	24.709	28.638
213.625	2.445	-14.354	50.580	19.433	50.580	77.938	24.770	24.423	26.049
213.750	2.450	-14.295	49.540	19.043	49.540	75.809	24.294	24.007	23.752
213.875	2.459	-14.278	48.775	18.613	48.775	76.478	23.743	23.503	23.359
214.000	2.472	-14.291	48.233	18.276	48.233	77.875	23.210	22.984	25.776
214.125	2.484	-14.355	47.433	18.122	47.433	74.804	22.788	22.528	27.064
214.250	2.489	-14.455	46.419	18.062	46.419	71.465	22.479	22.148	25.774
214.375	2.486	-14.583	45.362	17.985	45.362	72.327	22.248	21.836	23.768
214.500	2.477	-14.753	44.354	17.826	44.354	75.530	22.053	21.578	21.351
214.625	2.463	-14.938	43.380	17.611	43.380	75.081	21.876	21.378	23.266
214.750	2.450	-15.118	42.361	17.461	42.361	71.569	21.752	21.249	24.539
214.875	2.439	-15.288	41.272	17.465	41.272	68.637	21.745	21.226	24.239
215.000	2.433	-15.453	40.259	17.626	40.259	68.213	21.918	21.350	22.011
215.125	2.432	-15.560	39.537	17.865	39.537	68.285	22.340	21.692	22.518
215.250	2.434	-15.656	39.032	18.068	39.032	69.169	22.930	22.205	24.129
215.375	2.439	-15.701	38.699	18.200	38.699	71.042	23.573	22.799	25.820
215.500	2.444	-15.713	38.451	18.289	38.451	72.271	24.146	23.354	27.062
215.625	2.452	-15.711	38.348	18.405	38.348	72.172	24.517	23.726	28.800
215.750	2.463	-15.660	38.358	18.578	38.358	73.263	24.667	23.870	27.082
215.875	2.474	-15.632	38.426	18.769	38.426	75.706	24.599	23.779	23.907
216.000	2.479	-15.601	38.562	18.894	38.562	76.807	24.351	23.494	21.563
216.125	2.473	-15.570	38.578	18.844	38.578	75.434	23.954	23.064	22.580
216.250	2.457	-15.563	38.369	18.644	38.369	73.608	23.471	22.572	23.613
216.375	2.435	-15.570	37.977	18.387	37.977	72.024	22.962	22.067	23.150
216.500	2.415	-15.580	37.573	18.198	37.573	71.407	22.506	21.609	20.963
216.625	2.409	-15.616	37.151	18.181	37.151	71.900	22.228	21.287	21.443
216.750	2.416	-15.661	36.688	18.287	36.688	74.881	22.194	21.160	23.007
216.875	2.432	-15.702	36.268	18.425	36.268	78.415	22.465	21.290	22.879
217.000	2.448	-15.737	35.924	18.520	35.924	81.367	23.041	21.705	21.709
217.125	2.459	-15.754	35.838	18.561	35.838	81.461	23.827	22.366	23.243
217.250	2.461	-15.763	36.041	18.619	36.041	79.398	24.570	23.075	25.144
217.375	2.457	-15.749	36.477	18.756	36.477	77.525	25.071	23.662	26.095
217.500	2.450	-15.728	36.998	18.974	36.998	78.202	25.205	23.981	27.385
217.625	2.445	-15.667	37.509	19.183	37.509	79.862	24.932	23.919	27.543
217.750	2.442	-15.596	38.038	19.260	38.038	79.275	24.488	23.622	27.077
217.875	2.444	-15.498	38.547	19.143	38.547	78.322	24.049	23.245	24.144
218.000	2.450	-15.378	38.919	18.864	38.919	78.111	23.697	22.897	23.729
218.125	2.456	-15.269	39.098	18.528	39.098	76.821	23.412	22.611	25.715
218.250	2.453	-15.108	39.172	18.255	39.172	75.676	23.112	22.338	24.375
218.375	2.442	-14.966	39.016	18.066	39.016	76.861	22.740	22.020	23.073
218.500	2.433	-14.820	38.659	17.904	38.659	76.714	22.276	21.617	26.798
218.625	2.439	-14.653	38.286	17.632	38.286	72.543	21.723	21.114	32.175
218.750	2.457	-14.514	37.900	17.193	37.900	70.331	21.075	20.516	34.749
218.875	2.476	-14.379	37.415	16.625	37.415	72.445	20.262	19.775	26.249
219.000	2.479	-14.263	36.805	16.043	36.805	74.573	19.253	18.864	22.126
219.125	2.456	-14.169	35.996	15.597	35.996	72.370	18.165	17.880	21.588
219.250	2.422	-14.094	34.963	15.314	34.963	68.615	17.267	17.051	21.916
219.375	2.393	-14.037	33.938	15.138	33.938	66.645	16.774	16.559	19.728
219.500	2.380	-13.992	33.178	14.987	33.178	67.874	16.785	16.501	15.947
219.625	2.390	-13.965	32.738	14.830	32.738	69.889	17.314	16.932	15.839
219.750	2.410	-13.945	32.435	14.722	32.435	70.509	18.096	17.662	17.624
219.875	2.428	-13.929	32.225	14.725	32.225	69.443	18.920	18.515	19.575
220.000	2.442	-13.910	32.140	14.856	32.140	67.838	19.582	19.280	17.467
220.125	2.453	-13.898	32.305	15.065	32.305	68.059	19.828	19.654	16.538
220.250	2.467	-13.876	32.693	15.216	32.693	69.250	19.606	19.519	17.894
220.375	2.482	-13.831	33.070	15.203	33.070	69.917	18.945	18.884	21.111
220.500	2.493	-13.768	33.060	14.981	33.060	69.217	18.009	17.917	20.215
220.625	2.486	-13.718	32.407	14.598	32.407	69.775	17.093	16.916	17.466
220.750	2.463	-13.669	31.449	14.230	31.449	70.590	16.483	16.174	14.526
220.875	2.432	-13.642	30.570	14.007	30.570	68.044	16.331	15.849	12.593
221.000	2.403	-13.662	29.792	13.992	29.792	63.944	16.649	15.987	12.308
221.125	2.396	-13.666	29.013	14.172	29.013	64.179	17.327	16.547	13.681
221.250	2.412	-13.722	28.207	14.412	28.207	66.500	18.046	17.245	15.183
221.375	2.446	-13.777	27.489	14.611	27.489	66.942	18.575	17.837	15.952
221.500	2.479	-13.849	26.969	14.713	26.969	64.365	18.776	18.137	15.825
221.625	2.490	-13.958	26.750	14.704	26.750	62.440	18.627	18.057	15.744
221.750	2.480	-14.043	26.750	14.662	26.750	63.965	18.320	17.760	16.567
221.875	2.456	-14.132	26.734	14.650	26.734	67.567	17.983	17.380	17.204
222.000	2.433	-14.182	26.739	14.703	26.739	69.356	17.720	17.033	18.008
222.125	2.425	-14.204	26.842	14.810	26.842	66.428	17.655	16.845	18.745
222.250	2.433	-14.211	26.890	14.925	26.890	63.170	17.834	16.875	18.704
222.375	2.449	-14.214	26.814	15.038	26.814	62.747	18.293	17.165	18.162
222.500	2.464	-14.198	26.783	15.168	26.783	63.452	19.030	17.723	17.522
222.625	2.471	-14.153	27.001	15.367	27.001	63.139	19.973	18.500	17.850
222.750	2.474	-14.093	27.360	15.648	27.360	63.052	20.877	19.285	20.406
222.875	2.481	-14.006	27.749	15.997	27.749	63.085	21.524	19.877	23.406
223.000	2.495	-13.897	28.033	16.365	28.033	61.997	21.780	20.132	26.155
223.125	2.511	-13.789	28.217	16.663	28.217	60.983	21.649	20.016	24.266
223.250	2.526	-13.658	28.614	16.828	28.614	62.581	21.413	19.754	22.561
223.375	2.538	-13.526	29.220	16.847	29.220	66.500	21.262	19.507	20.952
223.500	2.549	-13.400	29.941	16.759	29.941	69.970	21.245	19.347	20.863
223.625	2.553	-13.239	30.561	16.633	30.561	70.577	21.225	19.220	20.483
223.750	2.546	-13.088	31.034	16.534	31.034	68.647	21.013	19.005	21.024
223.875	2.525	-12.900	31.382	16.472	31.382	66.380	20.593	18.677	19.600
224.000	2.497	-12.714	31.694	16.418	31.694	64.530	20.149	18.351	16.745
224.125	2.479	-12.503	32.028	16.313	32.028	62.277	19.998	18.252	15.604
224.250	2.479	-12.271	32.388	16.123	32.388	61.036	20.200	18.434	16.834
224.375	2.492	-12.043	32.939	15.829	32.939	61.505	20.619	18.817	18.544
224.500	2.505	-11.784	33.571	15.425	33.571	63.698	20.952	19.178	20.851
224.625	2.497	-11.543	34.064	14.918	34.064	67.661	20.732	19.111	25.122
224.750	2.472	-11.295	34.325	14.338	34.325	70.523	19.846	18.449	24.975
224.875	2.443	-11.033	34.403	13.660	34.403	70.871	18.376	17.209	21.042
225.000	2.424	-10.757	34.307	12.829	34.307	70.568	16.506	15.528	17.885
225.125	2.421	-10.445	33.883	11.755	33.883	73.761	14.400	13.555	16.193
225.250	2.424	-10.124	32.970	10.489	32.970	77.118	12.285	11.547	13.618
225.375	2.424	-9.775	31.355	9.143	31.355	78.155	10.338	9.698	10.849
225.500	2.419	-9.412	29.007	7.882	29.007	79.741	8.732	8.163	8.609
225.625	2.418	-9.053	26.149	6.922	26.149	82.730	7.688	7.115	6.476
225.750	2.423	-8.693	23.370	6.303	23.370	84.619	7.164	6.502	5.364
225.875	2.431	-8.389	20.915	5.994	20.915	84.322	7.088	6.275	5.219
226.000	2.438	-8.128	18.676	5.889	18.676	83.968	7.328	6.355	5.649
226.125	2.442	-7.929	16.698	5.841	16.698	85.204	7.729	6.663	5.860
226.250	2.445	-7.782	15.034	5.738	15.034	86.876	8.123	7.051	6.081
226.375	2.447	-7.667	13.829	5.584	13.829	86.834	8.431	7.424	6.204
226.500	2.449	-7.613	13.231	5.441	13.231	85.324	8.605	7.703	6.507
226.625	2.450	-7.539	13.276	5.399	13.276	86.628	8.578	7.779	6.846
226.750	2.447	-7.471	13.473	5.438	13.473	90.530	8.349	7.628	7.137
226.875	2.432	-7.381	13.521	5.471	13.521	93.462	7.929	7.257	7.133
227.000	2.400	-7.263	13.479	5.398	13.479	94.794	7.385	6.735	6.542
227.125	2.358	-7.157	13.391	5.146	13.391	94.105	6.840	6.182	5.709
227.250	2.321	-7.014	13.305	4.794	13.305	89.666	6.396	5.709	5.172
227.375	2.302	-6.881	13.182	4.447	13.182	82.829	6.093	5.363	5.164
227.500	2.300	-6.723	12.886	4.213	12.886	79.846	5.936	5.151	5.329
227.625	2.311	-6.579	12.280	4.174	12.280	82.280	5.925	5.078	5.253
227.750	2.323	-6.463	11.502	4.262	11.502	82.567	5.997	5.096	4.971
227.875	2.332	-6.369	10.688	4.376	10.688	80.057	6.120	5.176	4.733
228.000	2.338	-6.306	9.912	4.419	9.912	79.942	6.264	5.288	4.820
228.125	2.340	-6.258	9.108	4.333	9.108	82.418	6.391	5.401	5.080
228.250	2.337	-6.229	8.264	4.185	8.264	82.183	6.473	5.479	5.211
228.375	2.328	-6.217	7.486	4.053	7.486	81.209	6.501	5.499	5.172
228.500	2.314	-6.231	6.876	3.985	6.876	84.074	6.472	5.449	5.055
228.625	2.297	-6.289	6.472	3.989	6.472	89.769	6.374	5.324	4.962
228.750	2.282	-6.355	6.229	4.008	6.229	93.833	6.220	5.151	4.882
228.875	2.271	-6.424	6.061	3.990	6.061	96.470	6.029	4.959	4.759
229.000	2.273	-6.509	5.932	3.903	5.932	96.622	5.848	4.781	4.585
229.125	2.291	-6.597	5.884	3.751	5.884	90.697	5.747	4.669	4.556
229.250	2.314	-6.718	5.877	3.609	5.877	82.874	5.755	4.641	4.573
229.375	2.328	-6.831	5.860	3.553	5.860	80.279	5.866	4.695	4.699
229.500	2.326	-6.977	5.814	3.640	5.814	82.676	6.052	4.811	5.053
229.625	2.313	-7.095	5.802	3.872	5.802	84.662	6.271	4.955	5.297
229.750	2.301	-7.211	5.798	4.122	5.798	83.635	6.472	5.083	5.383
229.875	2.296	-7.358	5.821	4.286	5.821	80.965	6.621	5.172	5.306
230.000	2.296	-7.475	5.877	4.308	5.877	78.683	6.699	5.215	5.273
230.125	2.295	-7.600	5.947	4.198	5.947	77.552	6.705	5.218	5.525
230.250	2.292	-7.718	5.999	4.075	5.999	76.522	6.687	5.209	5.740
230.375	2.290	-7.818	6.025	4.030	6.025	75.747	6.676	5.199	5.801
230.500	2.293	-7.894	6.030	4.106	6.030	76.911	6.678	5.186	5.631
230.625	2.302	-7.945	5.996	4.272	5.996	83.464	6.662	5.151	5.975
230.750	2.311	-7.969	6.019	4.415	6.019	90.631	6.601	5.085	6.193
230.875	2.318	-7.965	6.094	4.448	6.094	93.214	6.506	4.999	5.804
231.000	2.323	-7.953	6.067	4.353	6.067	90.900	6.418	4.921	5.023
231.125	2.323	-7.941	6.003	4.197	6.003	89.389	6.424	4.902	5.014
231.250	2.322	-7.903	5.985	4.105	5.985	89.362	6.582	4.982	5.198
231.375	2.329	-7.864	5.994	4.141	5.994	86.201	6.898	5.182	5.403
231.500	2.354	-7.792	6.024	4.306	6.024	78.466	7.290	5.471	5.922
231.625	2.397	-7.680	6.150	4.526	6.150	71.971	7.561	5.730	5.967
231.750	2.430	-7.546	6.230	4.680	6.230	68.915	7.573	5.834	5.854
231.875	2.431	-7.372	6.167	4.691	6.167	68.589	7.293	5.724	5.970
232.000	2.398	-7.204	6.120	4.535	6.120	72.841	6.825	5.432	6.141
232.125	2.355	-6.994	6.088	4.253	6.088	78.962	6.370	5.076	5.162
232.250	2.324	-6.803	6.031	3.986	6.031	80.902	6.068	4.783	4.623
232.375	2.313	-6.611	5.970	3.837	5.970	80.314	5.938	4.602	4.668
232.500	2.315	-6.432	5.898	3.837	5.898	81.475	5.946	4.534	5.039
232.625	2.315	-6.320	5.754	3.933	5.754	84.664	6.041	4.562	5.202
232.750	2.308	-6.221	5.589	3.996	5.589	86.598	6.147	4.622	4.962
232.875	2.295	-6.162	5.494	3.958	5.494	86.437	6.231	4.673	4.639
233.000	2.281	-6.107	5.464	3.820	5.464	83.907	6.284	4.699	4.498
233.125	2.267	-6.059	5.468	3.662	5.468	79.740	6.296	4.694	4.585
233.250	2.260	-6.014	5.472	3.583	5.472	77.547	6.260	4.668	4.642
233.375	2.261	-5.960	5.428	3.619	5.428	77.286	6.169	4.623	4.593
233.500	2.266	-5.927	5.395	3.729	5.395	76.619	6.042	4.563	4.488
233.625	2.276	-5.895	5.411	3.786	5.411	78.282	5.918	4.495	4.338
233.750	2.287	-5.890	5.427	3.704	5.427	82.803	5.837	4.440	4.274
233.875	2.296	-5.903	5.450	3.503	5.450	86.396	5.824	4.421	4.223
234.000	2.304	-5.907	5.464	3.294	5.464	86.306	5.890	4.456	4.261
234.125	2.313	-5.940	5.446	3.240	5.446	87.164	6.041	4.559	4.410
234.250	2.320	-5.976	5.412	3.379	5.412	91.239	6.237	4.708	4.624
234.375	2.323	-6.030	5.408	3.659	5.408	94.649	6.440	4.877	4.948
234.500	2.323	-6.075	5.387	3.971	5.387	95.435	6.609	5.039	5.278
234.625	2.322	-6.111	5.326	4.175	5.326	95.815	6.712	5.164	5.390
234.750	2.321	-6.141	5.279	4.220	5.279	97.262	6.760	5.244	5.291
234.875	2.324	-6.135	5.247	4.118	5.247	97.486	6.763	5.276	5.212
235.000	2.333	-6.146	5.234	3.939	5.234	95.534	6.727	5.262	5.187
235.125	2.347	-6.124	5.255	3.807	5.255	93.209	6.651	5.198	5.156
235.250	2.360	-6.109	5.294	3.786	5.294	91.537	6.547	5.095	5.052
235.375	2.366	-6.097	5.321	3.850	5.321	90.556	6.422	4.954	4.876
235.500	2.359	-6.077	5.326	3.916	5.326	88.496	6.273	4.783	4.624
235.625	2.342	-6.084	5.300	3.875	5.300	86.085	6.082	4.585	4.320
235.750	2.326	-6.082	5.274	3.714	5.274	84.938	5.855	4.380	4.143
235.875	2.319	-6.107	5.338	3.487	5.338	84.280	5.618	4.187	4.041
236.000	2.319	-6.160	5.526	3.285	5.526	83.135	5.413	4.030	3.992
236.125	2.329	-6.242	5.577	3.227	5.577	80.313	5.292	3.949	3.907
236.250	2.345	-6.342	5.491	3.325	5.491	79.638	5.266	3.950	3.875
236.375	2.361	-6.465	5.402	3.531	5.402	81.624	5.342	4.037	3.993
236.500	2.368	-6.603	5.328	3.749	5.328	84.724	5.523	4.203	4.263
236.625	2.355	-6.752	5.292	3.871	5.292	87.091	5.828	4.457	4.668
236.750	2.333	-6.911	5.257	3.896	5.257	87.030	6.230	4.787	4.883
236.875	2.318	-7.073	5.149	3.885	5.149	84.208	6.688	5.179	5.025
237.000	2.323	-7.212	4.995	3.919	4.995	80.081	7.115	5.577	5.270
237.125	2.344	-7.345	5.036	4.054	5.036	79.660	7.349	5.851	5.686
237.250	2.363	-7.467	5.181	4.235	5.181	80.950	7.302	5.901	6.382
237.375	2.367	-7.565	5.259	4.383	5.259	81.219	6.961	5.691	6.810
237.500	2.358	-7.685	5.280	4.414	5.280	81.589	6.418	5.280	5.753
237.625	2.347	-7.796	5.276	4.256	5.276	82.477	5.858	4.802	4.788
237.750	2.343	-7.962	5.250	3.980	5.250	82.796	5.447	4.405	4.237
237.875	2.348	-8.146	5.176	3.692	5.176	83.123	5.249	4.160	4.129
238.000	2.358	-8.373	5.043	3.512	5.043	85.513	5.269	4.089	4.191
238.125	2.371	-8.671	4.907	3.545	4.907	88.259	5.487	4.200	4.425
238.250	2.380	-8.991	4.802	3.736	4.802	86.637	5.797	4.419	4.755
238.375	2.379	-9.394	4.697	3.989	4.697	82.051	6.117	4.686	5.163
238.500	2.364	-9.835	4.612	4.195	4.612	78.210	6.381	4.938	5.030
238.625	2.340	-10.338	4.614	4.259	4.614	78.838	6.548	5.118	5.101
238.750	2.315	-10.848	4.654	4.215	4.654	82.288	6.637	5.218	5.534
238.875	2.297	-11.338	4.699	4.139	4.699	84.663	6.658	5.241	5.838
239.000	2.288	-11.823	4.725	4.123	4.725	82.969	6.636	5.210	5.630
239.125	2.287	-12.260	4.686	4.248	4.686	77.618	6.614	5.162	5.369
239.250	2.291	-12.698	4.639	4.466	4.639	73.450	6.638	5.139	5.364
239.375	2.298	-13.108	4.688	4.684	4.688	72.802	6.736	5.161	5.351
239.500	2.306	-13.505	4.805	4.809	4.805	73.432	6.906	5.237	5.347
239.625	2.308	-13.930	4.877	4.796	4.877	72.141	7.101	5.350	5.794
239.750	2.305	-14.334	4.916	4.734	4.916	69.475	7.255	5.459	6.417
239.875	2.297	-14.752	4.960	4.716	4.960	67.016	7.358	5.545	6.623
240.000	2.295	-15.163	5.010	4.811	5.010	66.866	7.446	5.624	6.415
240.125	2.312	-15.559	5.094	5.030	5.094	68.070	7.577	5.727	6.183
240.250	2.342	-15.956	5.243	5.277	5.243	68.844	7.770	5.866	6.147
240.375	2.367	-16.306	5.450	5.465	5.450	68.770	8.002	6.035	6.523
240.500	2.369	-16.632	5.658	5.536	5.658	67.453	8.218	6.202	7.333
240.625	2.338	-16.846	5.826	5.472	5.826	64.507	8.334	6.315	8.055
240.750	2.293	-17.021	6.002	5.361	6.002	60.829	8.339	6.344	7.784
240.875	2.254	-17.137	6.222	5.288	6.222	60.316	8.243	6.282	7.337
241.000	2.235	-17.185	6.439	5.302	6.439	63.910	8.056	6.133	7.147
241.125	2.246	-17.192	6.597	5.373	6.597	66.529	7.800	5.926	7.049
241.250	2.270	-17.111	6.645	5.409	6.645	66.325	7.535	5.719	7.074
241.375	2.292	-17.002	6.565	5.358	6.565	66.361	7.314	5.552	7.109
241.500	2.299	-16.847	6.446	5.225	6.446	67.682	7.186	5.451	7.032
241.625	2.287	-16.695	6.367	5.069	6.367	68.571	7.196	5.442	6.587
241.750	2.269	-16.565	6.313	4.973	6.313	69.102	7.296	5.497	6.467
241.875	2.257	-16.435	6.234	4.980	6.234	69.535	7.436	5.595	6.458
242.000	2.258	-16.314	6.147	5.094	6.147	68.063	7.580	5.714	6.784
242.125	2.271	-16.199	6.094	5.276	6.094	65.191	7.705	5.834	7.818
242.250	2.286	-16.056	6.136	5.430	6.136	64.098	7.801	5.944	8.881
242.375	2.299	-15.873	6.303	5.484	6.303	64.832	7.873	6.047	8.892
242.500	2.308	-15.634	6.543	5.417	6.543	64.771	7.931	6.146	7.853
242.625	2.312	-15.302	6.778	5.287	6.778	63.954	7.967	6.233	7.614
242.750	2.311	-14.888	6.978	5.201	6.978	63.687	7.974	6.297	7.578
242.875	2.305	-14.410	7.161	5.212	7.161	63.678	7.954	6.332	7.595
243.000	2.297	-13.880	7.337	5.303	7.337	63.137	7.918	6.342	7.650
243.125	2.298	-13.254	7.489	5.381	7.489	63.460	7.857	6.317	7.480
243.250	2.313	-12.606	7.587	5.334	7.587	66.002	7.744	6.245	7.267
243.375	2.336	-11.895	7.642	5.104	7.642	69.213	7.541	6.098	7.039
243.500	2.357	-11.144	7.651	4.707	7.651	74.392	7.221	5.852	6.770
243.625	2.357	-10.359	7.395	4.248	7.395	81.550	6.769	5.486	6.124
243.750	2.341	-9.562	7.063	3.870	7.063	85.823	6.256	5.052	5.031
243.875	2.321	-8.833	6.740	3.633	6.740	84.927	5.740	4.601	4.138
244.000	2.313	-8.132	6.387	3.513	6.387	82.009	5.259	4.174	3.648
244.125	2.321	-7.541	6.006	3.411	6.006	81.914	4.859	3.823	3.350
244.250	2.338	-7.045	5.603	3.245	5.603	82.650	4.562	3.564	3.217
244.375	2.354	-6.672	5.154	3.018	5.154	82.505	4.385	3.411	3.111
244.500	2.362	-6.458	4.692	2.809	4.692	83.468	4.334	3.368	2.986
244.625	2.356	-6.396	4.499	2.751	4.499	86.363	4.427	3.450	3.060
244.750	2.339	-6.438	4.430	2.866	4.430	88.586	4.639	3.630	3.380
244.875	2.317	-6.544	4.395	3.102	4.395	89.253	4.961	3.902	3.863
245.000	2.304	-6.730	4.432	3.354	4.432	89.175	5.376	4.256	4.317
245.125	2.320	-6.986	4.548	3.520	4.548	87.707	5.842	4.664	4.660
245.250	2.353	-7.260	4.742	3.617	4.742	83.422	6.267	5.053	5.166
245.375	2.378	-7.566	4.976	3.721	4.976	78.516	6.566	5.350	5.766
245.500	2.377	-7.845	5.177	3.894	5.177	76.382	6.684	5.495	6.487
245.625	2.355	-8.104	5.299	4.130	5.299	78.337	6.606	5.448	6.205
245.750	2.330	-8.362	5.363	4.319	5.363	82.455	6.427	5.282	5.527
245.875	2.312	-8.576	5.362	4.373	5.362	88.114	6.212	5.059	5.118
246.000	2.302	-8.776	5.325	4.269	5.325	92.525	6.001	4.831	4.932
246.125	2.296	-8.912	5.244	4.076	5.244	92.958	5.818	4.639	4.799
246.250	2.291	-9.035	5.054	3.936	5.054	93.473	5.669	4.496	4.795
246.375	2.287	-9.144	4.786	3.911	4.786	96.807	5.563	4.412	4.860
246.500	2.285	-9.238	4.547	3.991	4.547	99.166	5.525	4.399	4.686
246.625	2.284	-9.375	4.403	4.113	4.403	95.047	5.619	4.496	4.616
246.750	2.281	-9.499	4.299	4.217	4.299	88.119	5.855	4.703	4.612
246.875	2.277	-9.656	4.229	4.301	4.229	82.558	6.228	5.017	4.808
247.000	2.272	-9.846	4.176	4.400	4.176	79.239	6.687	5.408	5.286
247.125	2.271	-10.050	4.145	4.565	4.145	76.793	7.104	5.800	5.891
247.250	2.275	-10.260	4.201	4.776	4.201	74.119	7.349	6.088	6.554
247.375	2.284	-10.438	4.340	4.973	4.340	71.203	7.355	6.199	7.103
247.500	2.295	-10.558	4.497	5.078	4.497	71.340	7.140	6.112	7.486
247.625	2.302	-10.600	4.600	5.009	4.600	76.550	6.783	5.858	6.937
247.750	2.303	-10.612	4.652	4.821	4.652	81.836	6.433	5.556	6.060
247.875	2.298	-10.601	4.669	4.624	4.669	83.545	6.170	5.286	5.410
248.000	2.291	-10.598	4.665	4.536	4.665	81.104	6.018	5.092	5.212
248.125	2.281	-10.654	4.616	4.638	4.616	77.589	5.972	5.000	5.195
248.250	2.268	-10.768	4.511	4.839	4.511	76.335	6.011	4.997	5.194
248.375	2.251	-10.978	4.367	5.046	4.367	76.834	6.160	5.096	5.250
248.500	2.235	-11.298	4.206	5.206	4.206	77.741	6.454	5.311	5.379
248.625	2.226	-11.738	4.158	5.368	4.158	78.029	6.946	5.682	5.671
248.750	2.228	-12.246	4.310	5.645	4.310	77.823	7.582	6.188	6.550
248.875	2.241	-12.822	4.428	6.124	4.428	75.572	8.302	6.796	8.257
249.000	2.257	-13.389	4.454	6.830	4.454	71.569	9.053	7.463	9.984
249.125	2.272	-13.940	4.635	7.710	4.635	67.814	9.883	8.192	10.392
249.250	2.283	-14.453	4.928	8.613	4.928	65.225	10.905	9.040	10.591
