#Depth	DEN	SP	R2M	R025	RA2	GR	RT	RI	RXO
60.000	2.617	25.244	-0.056	0.531	-0.056	72.047	0.396	0.201	0.892
60.125	2.522	20.186	-0.042	2.003	-0.042	78.466	0.633	0.321	1.804
60.250	2.417	14.630	0.064	3.901	0.064	82.335	0.998	0.609	3.878
60.375	2.329	8.818	0.183	5.507	0.183	83.499	1.532	1.031	6.106
60.500	2.271	3.034	0.259	6.501	0.259	82.849	2.279	1.530	8.487
60.625	2.244	-2.266	0.292	7.024	0.292	81.182	3.346	2.357	10.427
60.750	2.230	-6.688	0.362	7.330	0.362	79.892	4.628	3.680	11.378
60.875	2.221	-10.007	0.511	7.415	0.511	81.039	5.774	5.046	12.292
61.000	2.216	-12.388	0.699	7.300	0.699	82.270	6.513	5.951	12.913
61.125	2.213	-14.156	0.811	7.111	0.811	79.658	6.807	6.315	12.526
61.250	2.212	-15.635	0.786	6.986	0.786	74.607	6.893	6.438	12.024
61.375	2.212	-16.912	0.648	6.935	0.648	72.182	6.872	6.401	11.914
61.500	2.211	-18.033	0.475	6.914	0.475	74.818	6.796	6.304	11.877
61.625	2.211	-18.975	0.341	6.961	0.341	79.483	6.753	6.252	12.268
61.750	2.210	-19.781	0.239	7.126	0.239	82.098	6.770	6.286	12.471
61.875	2.209	-20.476	0.166	7.341	0.166	81.242	6.896	6.403	12.804
62.000	2.208	-21.083	0.169	7.461	0.169	77.703	7.160	6.572	13.081
62.125	2.206	-21.564	0.429	7.366	0.429	73.489	7.428	6.740	12.892
62.250	2.204	-21.855	1.027	7.158	1.027	70.448	7.560	6.863	12.532
62.375	2.200	-21.935	1.952	6.960	1.952	70.176	7.596	6.923	12.496
62.500	2.197	-21.863	3.063	6.829	3.063	72.467	7.588	6.934	12.644
62.625	2.202	-21.685	4.088	6.774	4.088	74.689	7.555	6.925	12.547
62.750	2.218	-21.420	4.816	6.761	4.816	74.530	7.513	6.921	12.393
62.875	2.244	-21.106	5.186	6.711	5.186	73.600	7.477	6.920	12.301
63.000	2.268	-20.745	5.260	6.545	5.260	75.330	7.419	6.899	12.454
63.125	2.277	-20.376	5.155	6.310	5.155	80.012	7.305	6.830	12.335
63.250	2.269	-20.064	5.042	6.124	5.042	82.508	7.170	6.717	12.176
63.375	2.252	-19.849	5.033	6.025	5.033	82.868	7.040	6.584	11.795
63.500	2.238	-19.707	5.183	5.967	5.183	84.840	6.917	6.466	11.421
63.625	2.234	-19.719	5.439	5.948	5.439	88.532	6.858	6.405	11.066
63.750	2.239	-19.923	5.632	5.973	5.632	89.773	6.850	6.397	10.527
63.875	2.247	-20.269	5.679	6.003	5.679	87.929	6.882	6.430	9.920
64.000	2.251	-20.743	5.623	6.019	5.623	84.706	6.937	6.479	9.519
64.125	2.244	-21.257	5.591	6.018	5.591	81.580	7.003	6.531	9.668
64.250	2.227	-21.771	5.663	6.035	5.663	78.937	7.073	6.585	10.112
64.375	2.202	-22.239	5.764	6.058	5.764	77.004	7.147	6.643	10.606
64.500	2.177	-22.658	5.775	6.082	5.775	75.869	7.221	6.701	10.865
64.625	2.161	-22.945	5.658	6.119	5.658	77.002	7.290	6.739	11.010
64.750	2.157	-23.097	5.517	6.162	5.517	78.916	7.373	6.754	10.979
64.875	2.161	-23.131	5.430	6.245	5.430	77.816	7.443	6.751	10.958
65.000	2.168	-23.023	5.387	6.348	5.387	73.385	7.477	6.747	11.016
65.125	2.172	-22.799	5.303	6.445	5.303	68.578	7.492	6.758	11.125
65.250	2.176	-22.437	5.126	6.560	5.126	65.228	7.535	6.785	11.252
65.375	2.184	-21.947	4.899	6.746	4.899	63.743	7.583	6.819	11.205
65.500	2.196	-21.319	4.718	6.977	4.718	64.522	7.637	6.850	11.417
65.625	2.201	-20.498	4.717	7.158	4.717	65.182	7.737	6.900	12.244
65.750	2.196	-19.469	4.921	7.312	4.921	64.201	7.907	7.024	13.408
65.875	2.188	-18.226	5.373	7.484	5.373	63.589	8.135	7.271	13.604
66.000	2.199	-16.802	6.188	7.726	6.188	65.516	8.434	7.636	12.935
66.125	2.259	-15.222	7.668	8.021	7.668	69.782	8.722	8.019	12.332
66.250	2.349	-13.682	9.770	8.188	9.770	74.488	8.830	8.262	12.951
66.375	2.428	-12.257	12.061	8.086	12.061	79.360	8.651	8.271	16.395
66.500	2.453	-10.996	13.717	7.791	13.717	83.845	8.212	8.052	19.390
66.625	2.409	-9.993	13.719	7.596	13.719	86.025	7.692	7.715	16.163
66.750	2.347	-9.204	12.248	7.550	12.248	86.034	7.315	7.416	9.066
66.875	2.316	-8.621	10.013	7.409	10.013	85.879	7.165	7.221	6.647
67.000	2.335	-8.236	7.899	7.026	7.899	88.496	7.213	7.124	7.791
67.125	2.380	-8.092	6.627	6.569	6.627	94.829	7.340	7.062	11.071
67.250	2.409	-8.062	5.980	6.281	5.980	99.532	7.396	6.945	12.674
67.375	2.403	-8.058	5.571	6.153	5.571	99.879	7.315	6.729	9.253
67.500	2.374	-8.082	5.181	6.032	5.181	98.103	7.091	6.406	6.602
67.625	2.349	-8.111	4.837	5.798	4.837	100.295	6.740	5.996	5.921
67.750	2.342	-8.231	4.653	5.499	4.653	106.024	6.345	5.571	5.934
67.875	2.348	-8.526	4.640	5.224	4.640	110.010	6.000	5.204	5.733
68.000	2.354	-8.991	4.714	5.055	4.714	109.130	5.829	4.984	5.307
68.125	2.350	-9.642	4.786	5.088	4.786	104.923	6.013	5.055	4.963
68.250	2.335	-10.430	4.902	5.455	4.902	98.953	6.573	5.443	4.862
68.375	2.313	-11.347	5.239	6.218	5.239	91.835	7.486	6.149	5.107
68.500	2.286	-12.310	5.914	7.174	5.914	85.522	8.626	7.091	6.004
68.625	2.253	-13.285	6.860	7.941	6.860	81.804	9.704	8.069	7.586
68.750	2.215	-14.189	7.762	8.399	7.762	79.587	10.407	8.818	8.772
68.875	2.176	-14.970	8.373	8.609	8.373	76.862	10.572	9.183	9.509
69.000	2.143	-15.574	8.584	8.609	8.584	75.483	10.246	9.150	10.163
69.125	2.124	-15.891	8.411	8.430	8.411	76.351	9.657	8.825	10.710
69.250	2.118	-15.949	8.071	8.234	8.071	76.020	9.137	8.443	11.050
69.375	2.121	-15.741	7.667	8.131	7.667	73.366	8.856	8.132	11.024
69.500	2.132	-15.317	7.281	8.133	7.281	71.958	8.870	7.953	10.639
69.625	2.156	-14.685	7.058	8.107	7.058	76.567	9.156	7.920	10.119
69.750	2.190	-13.924	7.087	7.954	7.087	82.060	9.503	7.944	9.769
69.875	2.227	-13.054	7.382	7.704	7.382	84.988	9.723	7.930	9.251
70.000	2.256	-12.154	7.843	7.451	7.843	87.181	9.672	7.795	8.579
70.125	2.266	-11.287	8.221	7.222	8.221	90.751	9.286	7.485	8.281
70.250	2.265	-10.527	8.298	6.929	8.298	94.288	8.730	7.067	7.706
70.375	2.267	-9.945	8.031	6.586	8.031	97.760	8.140	6.616	6.888
70.500	2.279	-9.546	7.574	6.267	7.574	101.412	7.626	6.201	6.354
70.625	2.302	-9.447	7.238	6.067	7.238	103.520	7.272	5.903	6.147
70.750	2.327	-9.622	7.173	5.991	7.173	103.975	7.087	5.752	6.163
70.875	2.348	-10.040	7.318	6.026	7.318	103.300	7.090	5.780	6.387
71.000	2.358	-10.693	7.509	6.197	7.509	100.757	7.296	6.000	6.644
71.125	2.345	-11.576	7.566	6.572	7.566	95.199	7.724	6.421	7.117
71.250	2.309	-12.566	7.525	7.096	7.525	88.586	8.290	6.959	7.665
71.375	2.252	-13.588	7.523	7.678	7.523	82.030	8.917	7.544	8.338
71.500	2.190	-14.647	7.692	8.207	7.692	75.516	9.512	8.101	9.227
71.625	2.146	-15.635	8.111	8.590	8.111	71.042	9.972	8.535	10.058
71.750	2.126	-16.492	8.663	8.826	8.663	71.386	10.279	8.819	10.767
71.875	2.127	-17.253	9.260	8.945	9.260	76.197	10.448	8.947	12.020
72.000	2.140	-17.911	9.800	8.978	9.800	80.085	10.509	8.940	13.197
72.125	2.156	-18.417	10.169	8.942	10.169	77.123	10.481	8.820	13.086
72.250	2.169	-18.841	10.381	8.875	10.381	72.703	10.396	8.645	12.015
72.375	2.176	-19.224	10.405	8.763	10.405	70.805	10.267	8.446	11.278
72.500	2.175	-19.539	10.237	8.598	10.237	69.752	10.116	8.254	11.154
72.625	2.170	-19.791	9.903	8.423	9.903	67.260	9.972	8.111	11.117
72.750	2.168	-20.021	9.512	8.320	9.512	66.018	9.848	8.030	11.097
72.875	2.174	-20.246	9.148	8.308	9.148	66.988	9.739	8.002	11.221
73.000	2.187	-20.441	8.836	8.315	8.836	68.541	9.632	8.001	11.371
73.125	2.199	-20.623	8.627	8.278	8.627	69.159	9.520	7.999	11.560
73.250	2.203	-20.740	8.524	8.228	8.524	68.642	9.413	7.991	11.677
73.375	2.198	-20.788	8.510	8.223	8.510	68.163	9.325	7.990	11.576
73.500	2.190	-20.819	8.551	8.287	8.551	69.278	9.265	8.008	11.427
73.625	2.192	-20.855	8.582	8.362	8.582	69.578	9.241	8.038	11.381
73.750	2.206	-20.882	8.571	8.397	8.571	67.711	9.239	8.051	11.328
73.875	2.224	-20.896	8.528	8.365	8.528	67.433	9.243	8.021	11.478
74.000	2.236	-20.885	8.474	8.262	8.474	70.821	9.234	7.933	11.493
74.125	2.232	-20.842	8.404	8.144	8.404	73.475	9.199	7.788	11.470
74.250	2.218	-20.829	8.320	8.089	8.320	72.884	9.145	7.620	11.605
74.375	2.203	-20.830	8.257	8.108	8.257	71.645	9.090	7.460	11.918
74.500	2.191	-20.792	8.257	8.151	8.257	71.252	9.073	7.351	12.146
74.625	2.183	-20.711	8.311	8.212	8.311	70.853	9.186	7.371	12.087
74.750	2.180	-20.651	8.348	8.408	8.348	70.218	9.505	7.571	11.749
74.875	2.191	-20.582	8.377	8.849	8.377	68.575	10.114	8.016	11.501
75.000	2.226	-20.541	8.515	9.570	8.515	65.407	11.058	8.748	11.910
75.125	2.284	-20.566	8.958	10.509	8.958	61.792	12.285	9.774	13.643
75.250	2.341	-20.580	9.683	11.414	9.683	60.332	13.455	10.869	16.280
75.375	2.373	-20.639	10.547	12.050	10.547	61.050	14.184	11.746	19.628
75.500	2.368	-20.771	11.364	12.226	11.364	62.817	14.160	12.118	21.977
75.625	2.330	-20.934	11.947	11.769	11.947	65.676	13.264	11.754	19.455
75.750	2.285	-21.131	12.224	10.946	12.224	67.201	11.989	10.918	15.337
75.875	2.251	-21.359	12.143	10.074	12.143	67.188	10.749	9.895	12.974
76.000	2.232	-21.582	11.685	9.394	11.685	66.774	9.838	8.950	12.288
76.125	2.226	-21.779	10.867	9.050	10.867	65.735	9.450	8.313	12.430
76.250	2.223	-21.969	9.918	8.973	9.918	63.365	9.463	7.996	12.445
76.375	2.218	-22.100	9.032	9.108	9.032	60.017	9.730	7.950	12.504
76.500	2.213	-22.124	8.349	9.382	8.349	58.251	10.049	8.056	12.798
76.625	2.208	-22.035	7.928	9.715	7.928	58.848	10.198	8.169	13.169
76.750	2.201	-21.837	7.689	10.024	7.689	59.183	10.192	8.244	13.173
76.875	2.191	-21.542	7.588	10.303	7.588	59.348	10.249	8.400	12.881
77.000	2.188	-21.152	7.618	10.690	7.618	59.466	10.721	8.878	12.723
77.125	2.214	-20.655	7.955	11.711	7.955	60.114	12.154	10.116	14.374
77.250	2.276	-20.123	8.829	13.727	8.829	60.361	14.621	12.227	21.319
77.375	2.363	-19.601	10.456	16.514	10.456	60.278	17.799	15.037	39.282
77.500	2.446	-19.149	12.818	19.012	12.818	60.694	20.620	17.792	57.842
77.625	2.491	-18.835	15.506	19.456	15.506	61.223	21.113	18.944	54.299
77.750	2.492	-18.599	17.705	17.797	17.705	63.411	19.119	18.014	33.587
77.875	2.459	-18.414	18.731	15.057	18.731	67.986	15.790	15.569	20.124
78.000	2.407	-18.288	18.215	12.514	18.215	71.873	12.611	12.733	15.136
78.125	2.351	-18.228	16.123	10.989	16.123	70.070	10.598	10.529	13.296
78.250	2.298	-18.174	13.359	10.188	13.359	64.912	9.602	9.151	13.073
78.375	2.254	-18.075	10.648	9.778	10.648	62.128	9.373	8.503	13.174
78.500	2.221	-17.865	8.533	9.566	8.533	63.241	9.644	8.401	13.507
78.625	2.198	-17.479	7.356	9.439	7.356	64.527	10.175	8.670	13.726
78.750	2.181	-16.922	6.851	9.320	6.851	63.490	10.675	9.038	13.709
78.875	2.172	-16.149	6.819	9.181	6.819	60.723	10.939	9.331	13.376
79.000	2.175	-15.191	7.109	8.967	7.109	60.245	10.811	9.392	13.132
79.125	2.197	-14.074	7.616	8.490	7.616	67.581	10.146	9.043	13.063
79.250	2.234	-12.828	8.215	7.697	8.215	79.704	9.118	8.345	12.575
79.375	2.279	-11.569	8.840	6.742	8.840	92.728	7.934	7.421	10.673
79.500	2.319	-10.441	9.399	5.910	9.399	103.054	6.829	6.457	7.243
79.625	2.345	-9.528	9.796	5.408	9.796	109.249	6.045	5.671	5.714
79.750	2.358	-8.851	10.009	5.112	10.009	111.616	5.627	5.159	5.245
79.875	2.363	-8.475	10.010	4.972	10.010	108.871	5.588	4.955	5.297
80.000	2.363	-8.383	9.831	5.047	9.831	102.750	5.904	5.053	5.600
80.125	2.358	-8.552	9.528	5.388	9.528	94.447	6.552	5.446	5.723
80.250	2.344	-8.892	9.194	5.896	9.194	85.787	7.357	6.005	6.293
80.375	2.317	-9.278	8.894	6.491	8.894	78.551	8.162	6.619	7.814
80.500	2.282	-9.590	8.672	7.058	8.672	75.061	8.793	7.153	9.532
80.625	2.249	-9.729	8.645	7.444	8.645	77.097	9.064	7.448	9.931
80.750	2.234	-9.718	8.917	7.603	8.917	81.627	9.060	7.516	9.570
80.875	2.250	-9.611	9.568	7.476	9.568	87.387	8.950	7.458	8.927
81.000	2.294	-9.431	10.592	7.184	10.592	92.209	8.935	7.428	8.427
81.125	2.353	-9.217	11.753	7.300	11.753	91.734	9.161	7.569	8.779
81.250	2.404	-9.076	12.603	7.948	12.603	87.718	9.524	7.835	9.944
81.375	2.435	-9.050	12.896	8.632	12.896	85.481	9.825	8.094	12.599
81.500	2.437	-9.155	12.580	8.795	12.580	89.579	9.837	8.171	18.265
81.625	2.412	-9.453	11.695	8.364	11.695	97.659	9.399	7.916	15.013
81.750	2.371	-9.890	10.548	7.859	10.548	103.474	8.733	7.457	9.430
81.875	2.328	-10.408	9.277	7.468	9.277	103.704	8.092	6.969	7.685
82.000	2.292	-10.991	7.969	7.203	7.969	99.833	7.671	6.610	7.812
82.125	2.275	-11.573	6.821	7.080	6.821	95.373	7.593	6.493	7.965
82.250	2.269	-12.110	6.034	7.041	6.034	93.069	7.766	6.567	7.819
82.375	2.268	-12.642	5.676	7.069	5.676	93.691	8.099	6.764	7.641
82.500	2.267	-13.132	5.646	7.190	5.646	95.467	8.510	7.014	7.517
82.625	2.264	-13.542	5.753	7.392	5.753	93.419	8.942	7.272	7.951
82.750	2.259	-13.900	5.846	7.584	5.846	88.910	9.350	7.523	8.638
82.875	2.248	-14.176	5.932	7.734	5.932	84.349	9.702	7.761	9.274
83.000	2.232	-14.339	6.100	7.819	6.100	80.482	9.968	7.972	9.695
83.125	2.212	-14.363	6.446	7.794	6.446	77.936	10.092	8.125	9.986
83.250	2.195	-14.244	6.911	7.676	6.911	78.190	10.044	8.186	10.224
83.375	2.187	-13.923	7.409	7.487	7.409	80.105	9.773	8.105	10.358
83.500	2.188	-13.447	7.912	7.237	7.912	82.400	9.258	7.839	10.282
83.625	2.200	-12.865	8.458	6.849	8.458	85.580	8.537	7.371	9.459
83.750	2.219	-12.201	8.981	6.335	8.981	90.778	7.802	6.817	8.078
83.875	2.242	-11.496	9.313	5.796	9.313	96.978	7.208	6.295	6.747
84.000	2.261	-10.809	9.310	5.399	9.310	101.945	6.852	5.907	5.736
84.125	2.267	-10.263	8.925	5.294	8.925	102.967	6.782	5.735	5.540
84.250	2.260	-9.887	8.401	5.385	8.401	100.749	6.889	5.721	5.820
84.375	2.248	-9.699	7.946	5.511	7.946	98.343	7.088	5.798	6.449
84.500	2.242	-9.679	7.654	5.552	7.654	99.471	7.301	5.896	6.795
84.625	2.250	-9.837	7.504	5.516	7.504	104.544	7.480	5.971	6.416
84.750	2.267	-10.170	7.435	5.500	7.435	107.330	7.625	6.030	5.946
84.875	2.283	-10.625	7.472	5.567	7.472	104.318	7.756	6.095	5.831
85.000	2.293	-11.155	7.639	5.739	7.639	99.054	7.882	6.179	6.195
85.125	2.292	-11.736	7.877	5.987	7.877	95.681	7.971	6.267	6.985
85.250	2.286	-12.326	8.009	6.255	8.009	91.774	7.978	6.324	7.681
85.375	2.276	-12.898	7.913	6.490	7.913	88.202	7.899	6.344	7.755
85.500	2.264	-13.467	7.598	6.660	7.598	88.401	7.829	6.371	7.448
85.625	2.251	-14.062	7.273	6.887	7.273	88.490	8.001	6.535	7.488
85.750	2.244	-14.598	7.249	7.332	7.249	82.727	8.564	6.923	7.633
85.875	2.256	-15.039	7.755	7.994	7.755	75.576	9.556	7.561	8.652
86.000	2.292	-15.406	8.875	8.725	8.875	73.298	10.836	8.375	11.291
86.125	2.342	-15.710	10.429	9.362	10.429	74.602	12.000	9.139	16.224
86.250	2.377	-15.974	11.799	9.820	11.799	75.005	12.626	9.599	18.672
86.375	2.375	-16.214	12.470	9.990	12.470	75.315	12.560	9.637	14.308
86.500	2.332	-16.400	12.182	9.829	12.182	77.248	11.965	9.313	10.729
86.625	2.267	-16.424	10.970	9.426	10.970	78.853	11.199	8.820	10.350
86.750	2.210	-16.369	9.477	9.023	9.477	77.708	10.580	8.396	10.573
86.875	2.175	-16.337	8.167	8.720	8.167	75.678	10.191	8.138	10.484
87.000	2.160	-16.307	7.268	8.492	7.268	75.778	9.992	8.048	10.033
87.125	2.161	-16.196	6.799	8.325	6.799	78.282	9.894	8.065	9.652
87.250	2.168	-16.032	6.540	8.212	6.540	81.191	9.795	8.082	9.480
87.375	2.178	-15.860	6.387	8.131	6.387	83.004	9.663	8.049	9.476
87.500	2.187	-15.708	6.318	8.036	6.318	84.244	9.502	7.964	9.647
87.625	2.192	-15.630	6.334	7.888	6.334	84.652	9.348	7.857	9.675
87.750	2.194	-15.628	6.384	7.736	6.384	83.065	9.251	7.770	9.364
87.875	2.191	-15.658	6.443	7.637	6.443	79.987	9.239	7.715	8.962
88.000	2.186	-15.719	6.529	7.608	6.529	79.134	9.290	7.668	9.102
88.125	2.181	-15.821	6.749	7.603	6.749	83.438	9.298	7.557	9.386
88.250	2.180	-15.960	7.154	7.523	7.154	88.755	9.140	7.344	9.064
88.375	2.192	-16.149	7.733	7.345	7.733	89.193	8.972	7.222	8.579
88.500	2.219	-16.377	8.414	7.134	8.414	90.287	8.901	7.177	7.526
88.625	2.260	-16.649	9.088	7.055	9.088	89.106	9.064	7.257	7.608
88.750	2.299	-16.956	9.662	7.214	9.662	84.020	9.405	7.432	8.661
88.875	2.322	-17.283	10.018	7.580	10.018	78.556	9.791	7.654	10.066
89.000	2.324	-17.603	10.074	7.990	10.074	76.892	10.066	7.853	10.873
89.125	2.308	-17.940	9.803	8.246	9.803	78.458	10.108	7.957	10.738
89.250	2.286	-18.277	9.342	8.345	9.342	77.441	10.024	7.980	10.407
89.375	2.260	-18.563	8.851	8.391	8.851	74.354	9.974	7.988	9.989
89.500	2.225	-18.798	8.460	8.450	8.460	71.569	10.100	8.073	9.863
89.625	2.173	-18.964	8.263	8.572	8.263	69.743	10.480	8.324	9.966
89.750	2.122	-19.045	8.335	8.820	8.335	68.063	10.981	8.696	10.231
89.875	2.099	-19.093	8.824	9.093	8.824	66.469	11.447	9.094	10.514
90.000	2.123	-19.194	9.850	9.219	9.850	66.270	11.720	9.386	10.903
90.125	2.190	-19.422	11.319	9.214	11.319	67.954	11.641	9.414	11.015
90.250	2.257	-19.742	12.641	9.210	12.641	70.482	11.288	9.199	10.294
90.375	2.293	-20.136	13.293	9.183	13.293	72.833	10.787	8.827	9.758
90.500	2.290	-20.590	12.989	9.062	12.989	73.125	10.293	8.423	9.583
90.625	2.262	-21.109	11.777	8.850	11.777	71.156	9.975	8.123	9.775
90.750	2.235	-21.673	10.354	8.654	10.354	68.816	9.870	7.965	10.051
90.875	2.216	-22.233	9.215	8.499	9.215	68.153	9.943	7.933	10.268
91.000	2.202	-22.731	8.599	8.374	8.599	69.340	10.096	7.974	10.493
91.125	2.190	-23.090	8.524	8.302	8.524	70.095	10.198	8.038	10.639
91.250	2.177	-23.341	8.689	8.263	8.689	68.971	10.194	8.090	10.723
91.375	2.165	-23.538	8.911	8.242	8.911	66.206	10.107	8.118	10.670
91.500	2.153	-23.682	9.073	8.230	9.073	65.337	10.000	8.122	10.516
91.625	2.144	-23.746	9.095	8.207	9.095	68.527	9.930	8.106	10.404
91.750	2.141	-23.755	9.000	8.155	9.000	72.660	9.885	8.080	10.438
91.875	2.146	-23.750	8.859	8.096	8.859	74.730	9.834	8.053	10.409
92.000	2.161	-23.767	8.748	8.063	8.748	73.241	9.765	8.031	10.306
92.125	2.180	-23.827	8.755	8.079	8.755	72.544	9.720	8.023	10.233
92.250	2.197	-23.934	8.937	8.092	8.937	74.843	9.740	8.032	10.321
92.375	2.207	-24.054	9.286	8.044	9.286	76.397	9.823	8.058	10.505
92.500	2.208	-24.180	9.730	7.970	9.730	73.272	9.916	8.089	10.685
92.625	2.203	-24.302	10.186	7.965	10.186	67.895	9.939	8.101	10.475
92.750	2.198	-24.381	10.566	7.996	10.566	66.030	9.894	8.085	10.285
92.875	2.199	-24.405	10.809	8.012	10.809	66.711	9.832	8.047	10.326
93.000	2.203	-24.369	10.883	7.994	10.883	67.550	9.809	8.006	10.553
93.125	2.204	-24.264	10.767	7.957	10.767	68.336	9.839	7.975	10.745
93.250	2.197	-24.090	10.544	7.958	10.544	67.853	9.862	7.946	10.847
93.375	2.186	-23.843	10.282	8.005	10.282	66.766	9.840	7.909	10.757
93.500	2.178	-23.549	10.055	8.056	10.055	67.847	9.781	7.867	10.759
93.625	2.179	-23.264	9.954	8.077	9.954	70.405	9.747	7.834	10.643
93.750	2.186	-23.009	9.951	8.086	9.951	69.158	9.762	7.818	10.525
93.875	2.191	-22.754	9.986	8.126	9.986	64.242	9.787	7.812	10.457
94.000	2.190	-22.462	9.998	8.217	9.998	61.306	9.751	7.801	10.412
94.125	2.182	-22.068	9.933	8.318	9.933	62.985	9.621	7.782	10.938
94.250	2.174	-21.579	9.857	8.398	9.857	65.188	9.510	7.793	11.153
94.375	2.173	-21.054	9.841	8.485	9.841	66.056	9.569	7.893	11.175
94.500	2.182	-20.544	9.882	8.642	9.882	65.877	9.914	8.148	11.192
94.625	2.201	-20.057	9.952	8.970	9.952	63.963	10.574	8.608	11.871
94.750	2.222	-19.598	10.098	9.471	10.098	62.121	11.324	9.174	14.523
94.875	2.238	-19.198	10.447	10.057	10.447	62.258	11.920	9.694	22.060
95.000	2.239	-18.883	11.090	10.501	11.090	64.433	12.142	9.983	36.075
95.125	2.221	-18.704	11.889	10.510	11.889	66.294	11.847	9.862	26.796
95.250	2.194	-18.641	12.390	10.182	12.390	66.063	11.261	9.447	16.044
95.375	2.168	-18.647	12.282	9.730	12.282	64.617	10.610	8.911	12.416
95.500	2.152	-18.662	11.548	9.306	11.548	63.445	10.083	8.430	11.973
95.625	2.147	-18.679	10.504	8.989	10.504	63.303	9.825	8.151	11.987
95.750	2.148	-18.707	9.625	8.822	9.625	62.816	9.792	8.054	11.965
95.875	2.153	-18.722	9.072	8.761	9.072	61.855	9.906	8.080	12.041
96.000	2.160	-18.698	8.817	8.714	8.817	62.806	10.051	8.150	12.308
96.125	2.173	-18.604	8.808	8.687	8.808	66.641	10.110	8.199	12.408
96.250	2.187	-18.474	8.939	8.701	8.939	69.701	10.068	8.217	12.338
96.375	2.200	-18.317	9.162	8.711	9.162	69.480	9.970	8.219	12.102
96.500	2.209	-18.129	9.410	8.671	9.410	66.574	9.887	8.221	11.929
96.625	2.209	-17.898	9.584	8.611	9.584	64.346	9.873	8.220	11.877
96.750	2.204	-17.625	9.692	8.574	9.692	63.789	9.891	8.206	11.900
96.875	2.197	-17.324	9.794	8.528	9.794	63.717	9.887	8.176	11.799
97.000	2.193	-17.023	9.940	8.456	9.940	63.953	9.829	8.139	11.722
97.125	2.196	-16.756	10.142	8.419	10.142	65.044	9.744	8.113	11.327
97.250	2.204	-16.476	10.332	8.428	10.332	66.286	9.707	8.105	11.136
97.375	2.211	-16.137	10.477	8.437	10.477	65.905	9.754	8.118	11.074
97.500	2.212	-15.752	10.598	8.409	10.598	64.637	9.863	8.147	11.091
97.625	2.202	-15.341	10.685	8.367	10.685	65.226	9.948	8.179	11.080
97.750	2.188	-14.900	10.673	8.320	10.673	66.767	9.940	8.191	11.085
97.875	2.177	-14.418	10.502	8.274	10.502	68.012	9.839	8.163	10.870
98.000	2.173	-13.877	10.178	8.220	10.178	68.955	9.702	8.095	10.610
98.125	2.178	-13.274	9.785	8.104	9.785	70.164	9.595	8.001	10.394
98.250	2.185	-12.647	9.500	7.917	9.500	71.477	9.507	7.895	10.151
98.375	2.191	-12.038	9.466	7.716	9.466	73.550	9.377	7.769	9.615
98.500	2.194	-11.453	9.705	7.565	9.705	76.665	9.151	7.605	9.347
98.625	2.199	-10.864	10.117	7.424	10.117	80.629	8.828	7.384	9.446
98.750	2.211	-10.293	10.486	7.191	10.486	85.854	8.504	7.134	8.698
98.875	2.234	-9.809	10.643	6.873	10.643	91.370	8.252	6.889	7.386
99.000	2.262	-9.450	10.477	6.590	10.477	94.399	8.099	6.687	6.787
99.125	2.284	-9.213	9.956	6.493	9.956	94.896	8.037	6.574	7.348
99.250	2.293	-9.077	9.340	6.533	9.340	95.103	8.028	6.563	7.558
99.375	2.289	-9.037	8.864	6.636	8.864	95.421	8.075	6.656	7.661
99.500	2.281	-9.089	8.657	6.729	8.657	93.259	8.187	6.837	7.634
99.625	2.277	-9.245	8.722	6.806	8.722	89.140	8.362	7.075	8.096
99.750	2.277	-9.466	8.850	6.922	8.850	85.580	8.547	7.323	9.127
99.875	2.272	-9.683	8.890	7.092	8.890	83.224	8.708	7.557	10.485
100.000	2.258	-9.856	8.780	7.291	8.780	82.582	8.849	7.775	9.743
100.125	2.234	-10.004	8.581	7.454	8.581	82.472	9.033	7.990	9.240
100.250	2.210	-10.131	8.435	7.549	8.435	81.391	9.299	8.208	8.924
100.375	2.194	-10.216	8.411	7.606	8.411	79.653	9.612	8.402	9.081
100.500	2.186	-10.209	8.501	7.672	8.501	79.941	9.841	8.504	9.621
100.625	2.185	-10.069	8.654	7.720	8.654	84.402	9.736	8.375	9.435
100.750	2.187	-9.836	8.783	7.677	8.783	88.909	9.233	7.971	9.265
100.875	2.193	-9.549	8.810	7.493	8.810	93.433	8.429	7.328	8.996
101.000	2.205	-9.250	8.696	7.173	8.696	99.113	7.587	6.599	8.442
101.125	2.225	-8.973	8.465	6.795	8.465	103.229	7.115	6.071	7.314
101.250	2.253	-8.758	8.221	6.478	8.221	102.274	7.213	5.953	6.220
101.375	2.292	-8.652	8.154	6.421	8.154	95.608	7.975	6.375	6.454
101.500	2.349	-8.712	8.596	6.929	8.596	87.098	9.357	7.353	9.479
101.625	2.428	-9.018	9.990	8.276	9.990	82.212	11.026	8.700	20.432
101.750	2.503	-9.517	12.077	9.822	12.077	82.121	12.209	9.833	30.959
101.875	2.542	-10.166	14.232	10.738	14.232	83.030	12.332	10.276	24.914
102.000	2.523	-10.920	15.570	10.621	15.570	81.958	11.398	9.905	12.509
102.125	2.442	-11.757	15.163	9.825	15.163	79.650	10.035	9.022	8.883
102.250	2.343	-12.631	13.377	9.116	13.377	77.373	9.012	8.209	8.169
102.375	2.259	-13.510	10.911	8.680	10.911	75.238	8.575	7.723	8.552
